A1CF
ALDOC
ALG1
ALG10
ALG11
ALG12
ALG13
ALG14
ALG1L
ALG2
ALG3
ALG5
ALG6
ALG8
ALG9
ALK
ALKBH1
ALKBH4
ALKBH5
ALKBH6
ALKBH7
ALKBH8
ALLC
ALOX15
ALOX15B
ALOXE3
ALS2CR12
ALX1
ALX3
ALX4
ALYREF
AMBN
AMBP
AMBRA1
AMD1
AMER2
AMER3
AMFR
AMHR2
AMMECR1L
AMN1
AMPD1
AMPD2
AMPD3
AMY2A
AMZ1
ANAPC1
ANAPC10
ANAPC11
ANAPC13
ANAPC15
ANAPC2
ANAPC4
ANAPC5
ANAPC7
ANG
ANGEL1
ANGPT1
ANGPTL3
ANGPTL6
ANGPTL8
ANHX
ANKDD1A
ANKFY1
ANKH
ANKHD1
ANKIB1
ANKK1
ANKLE1
ANKLE2
ANKMY2
ANKRA2
ANKRD10
ANKRD11
ANKRD12
ANKRD13C
ANKRD16
ANKRD17
ANKRD20A1
ANKRD22
ANKRD23
ANKRD24
ANKRD27
ANKRD31
ANKRD33
ANKRD33B
ANKRD34A
ANKRD34B
ANKRD35
ANKRD36B
ANKRD39
ANKRD40
ANKRD42
ANKRD49
ANKRD52
ANKRD53
ANKRD54
ANKRD55
ANKRD65
ANKRD66
ANKRD9
ANKS3
ANKS6
ANLN
ANO1
ANO4
ANP32A
ANP32B
ANP32E
ANTXR1
ANTXRL
ANXA11
ANXA13
ANXA2R
ANXA7
ANXA8L1
ANXA9
AOC2
AOC3
AP1B1
AP1G1
AP1G2
AP1M1
AP1S1
AP1S3
AP2A1
AP2B1
AP2M1
AP2S1
AP3B1
AP3D1
AP3M1
AP3M2
AP3S1
AP3S2
AP4B1
AP4S1
APC
APC2
APCS
APEH
APEX2
APH1A
API5
APIP
APLNR
APLP1
APOA2
APOBEC1
APOBEC2
APOBEC3D
APOBEC3G
APOBR
APOC1
APOC2
APOE
APOL2
APOL5
APOLD1
APOM
APOOL
APOPT1
APPBP2
APRT
AQP10
AQP12B
AQP2
AQP3
AQP6
AQP7
AQP9
AQR
AR
ARCN1
AREL1
ARF1
ARF3
ARF4
ARF5
ARF6
ARFGAP1
ARFGAP2
ARFGEF1
ARFGEF2
ARFIP2
ARFRP1
ARGFX
ARGLU1
ARHGAP1
ARHGAP11A
ARHGAP11B
ARHGAP12
ARHGAP19
ARHGAP21
ARHGAP23
ARHGAP27
ARHGAP28
ARHGAP29
ARHGAP30
ARHGAP31
ARHGAP33
ARHGAP4
ARHGAP45
ARHGAP5
ARHGAP9
ARHGDIA
ARHGEF1
ARHGEF10
ARHGEF11
ARHGEF12
ARHGEF16
ARHGEF2
ARHGEF25
ARHGEF26
ARHGEF28
ARHGEF33
ARHGEF39
ARHGEF40
ARHGEF5
ARHGEF7
ARID1A
ARID1B
ARID2
ARID3A
ARID3B
ARID3C
ARID4A
ARID4B
ARID5A
ARID5B
ARIH1
ARIH2
ARL10
ARL13B
ARL14EP
ARL16
ARL17A
ARL2
ARL2BP
ARL3
ARL4A
ARL4C
ARL4D
ARL5A
ARL5C
ARL6IP4
ARL6IP5
ARL6IP6
ARL8A
ARL8B
ARMC10
ARMC12
ARMC5
ARMC6
ARMC7
ARMC9
ARMCX6
ARMH1
ARMH3
ARNT
ARNTL
ARNTL2
ARPC1A
ARPC2
ARPC3
ARPC4
ARPC5
ARPP19
ARRB1
ARRDC1
ARRDC2
ARRDC3
ARSA
ARSB
ARSI
ARSK
ART1
ARTN
ARV1
ARVCF
ASAH1
ASAH2B
ASAP1
ASB1
ASB16
ASB3
ASB6
ASB7
ASB8
ASCC1
ASCC2
ASCC3
ASCL1
ASCL2
ASCL4
ASCL5
ASF1A
ASF1B
ASH1L
ASH2L
ASIC1
ASIC2
ASIC4
ASIP
ASL
ASMT
ASMTL
ASNA1
ASNS
ASNSD1
ASPHD1
ASPHD2
ASPM
ASPRV1
ASPSCR1
ASS1
ASTL
ASTN1
ASXL1
ASZ1
ATAD2
ATAD3A
ATAD3B
ATAD5
ATAT1
ATCAY
ATE1
ATF1
ATF3
ATF4
ATF5
ATF6
ATF6B
ATF7
ATF7IP
ATG10
ATG101
ATG12
ATG13
ATG14
ATG16L1
ATG16L2
ATG2A
ATG3
ATG4A
ATG4B
ATG4C
ATG4D
ATG9A
ATIC
ATL2
ATM
ATMIN
ATN1
ATOH1
ATOH7
ATOX1
ATP10A
ATP13A1
ATP13A3
ATP1A1
ATP1A3
ATP1A4
ATP1B3
ATP1B4
ATP23
ATP2A2
ATP2A3
ATP2B1
ATP2B3
ATP2B4
ATP2C1
ATP2C2
ATP5F1A
ATP5F1B
ATP5F1C
ATP5F1D
ATP5F1E
ATP5IF1
ATP5MC1
ATP5MC2
ATP5MD
ATP5ME
ATP5MF
ATP5MG
ATP5MGL
ATP5MPL
ATP5PB
ATP5PD
ATP5PF
ATP5PO
ATP6AP1
ATP6AP2
ATP6V0A1
ATP6V0A2
ATP6V0A4
ATP6V0B
ATP6V0C
ATP6V0D1
ATP6V0E1
ATP6V1A
ATP6V1B1
ATP6V1B2
ATP6V1C1
ATP6V1D
ATP6V1E1
ATP6V1E2
ATP6V1F
ATP6V1G1
ATP6V1G2
ATP6V1H
ATP7A
ATP8A2
ATP8B2
ATP8B3
ATP9A
ATPAF1
ATPAF2
ATR
ATRIP
ATRN
ATRX
ATXN1
ATXN10
ATXN1L
ATXN2
ATXN2L
ATXN7
ATXN7L2
ATXN7L3
ATXN7L3B
AUH
AUNIP
AUP1
AURKA
AURKAIP1
AURKB
AURKC
AUTS2
AVEN
AVIL
AVP
AVPI1
AVPR1A
AVPR1B
AXDND1
AXIN1
AXIN2
AXL
AZGP1
AZIN1
AZIN2
B3GALT6
B3GAT2
B3GAT3
B3GNT2
B3GNT3
B3GNT4
B3GNT5
B3GNT6
B3GNT9
B4GALNT2
B4GALNT3
B4GALT1
B4GALT2
B4GALT3
B4GALT5
B4GALT7
B4GAT1
B9D1
BAALC
BACE2
BACH1
BACH2
BAD
BAG2
BAG3
BAG6
BAIAP2
BAIAP2L1
BAIAP2L2
BAIAP3
BAK1
BAMBI
BANF1
BANK1
BANP
BAP1
BARD1
BARHL2
BARX2
BATF
BATF2
BATF3
BAZ1A
BAZ1B
BAZ2A
BBIP1
BBOF1
BBS1
BBS9
BCAM
BCAN
BCAP31
BCAR1
BCAR3
BCAS2
BCAS3
BCAS4
BCAT1
BCCIP
BCDIN3D
BCKDHB
BCL10
BCL11A
BCL11B
BCL2
BCL2A1
BCL2L1
BCL2L10
BCL2L11
BCL2L12
BCL2L14
BCL2L15
BCL2L2
BCL6
BCL6B
BCL7A
BCL7C
BCL9
BCL9L
BCLAF1
BCO1
BCOR
BCORL1
BCR
BCS1L
BDH2
BDP1
BEAN1
BECN1
BEGAIN
BEND3
BEND4
BEST3
BEST4
BET1
BET1L
BFAR
BFSP1
BHLHA15
BHLHE23
BHLHE40
BHLHE41
BHMT2
BICC1
BICD1
BICD2
BICDL1
BICDL2
BICRA
BICRAL
BID
BIN1
BIN2
BIRC2
BIRC3
BIRC5
BIRC6
BIRC8
BLCAP
BLID
BLK
BLM
BLOC1S2
BLOC1S3
BLOC1S4
BLOC1S5
BLOC1S6
BLZF1
BMF
BMI1
BMP7
BMPR1A
BMPR2
BMS1
BNC1
BNC2
BNIP1
BNIP2
BNIP3
BNIPL
BOC
BOD1
BOD1L1
BOK
BOLA1
BOLA2
BOLA3
BOP1
BORA
BORCS5
BORCS7
BORCS8
BPIFB2
BPIFB3
BPIFB4
BPIFB6
BPNT1
BPTF
BRAF
BRAP
BRAT1
BRCA1
BRCA2
BRCC3
BRD1
BRD2
BRD4
BRD7
BRD8
BRD9
BRDT
BRF1
BRF2
BRI3
BRINP2
BRIP1
BRIX1
BRK1
BRMS1
BRMS1L
BRPF1
BRSK2
BRWD1
BSCL2
BSDC1
BSG
BSND
BTAF1
BTBD10
BTBD11
BTBD17
BTBD18
BTBD3
BTBD6
BTBD7
BTBD8
BTBD9
BTD
BTF3
BTF3L4
BTG1
BTG2
BTN1A1
BTNL8
BTNL9
BUB1
BUB1B
BUB3
BUD13
BUD23
BUD31
BVES
BYSL
C10orf105
C10orf53
C10orf88
C10orf90
C11orf1
C11orf24
C11orf40
C11orf53
C11orf58
C11orf65
C11orf68
C11orf71
C11orf80
C11orf86
C11orf88
C11orf91
C11orf94
C12orf10
C12orf43
C12orf45
C12orf49
C12orf56
C12orf65
C12orf73
C12orf76
C14orf119
C14orf28
C15orf40
C15orf41
C15orf53
C16orf46
C16orf54
C16orf70
C16orf72
C16orf86
C16orf87
C16orf89
C16orf91
C16orf92
C16orf95
C16orf96
C17orf49
C17orf50
C17orf51
C17orf53
C17orf58
C17orf75
C17orf98
C17orf99
C18orf21
C18orf32
C18orf54
C19orf24
C19orf25
C19orf33
C19orf38
C19orf44
C19orf47
C19orf53
C19orf66
C19orf67
C19orf70
C19orf81
C1D
C1QBP
C1QC
C1QL2
C1QTNF1
C1QTNF2
C1QTNF3
C1QTNF4
C1QTNF5
C1QTNF6
C1QTNF7
C1QTNF9
C1QTNF9B
C1orf100
C1orf105
C1orf109
C1orf112
C1orf116
C1orf123
C1orf127
C1orf131
C1orf159
C1orf162
C1orf21
C1orf226
C1orf43
C1orf50
C1orf52
C1orf54
C1orf56
C1orf74
C20orf173
C21orf2
C21orf58
C22orf23
C22orf39
C22orf46
C2CD2L
C2CD4A
C2CD4D
C2orf16
C2orf49
C2orf50
C2orf54
C2orf68
C2orf69
C2orf72
C2orf73
C2orf78
C3orf38
C4A
C4BPB
C4orf19
C4orf46
C5AR1
C5orf15
C5orf30
C5orf34
C5orf47
C5orf63
C6orf106
C6orf136
C6orf15
C6orf163
C6orf203
C6orf222
C6orf226
C6orf47
C7orf25
C7orf26
C7orf43
C7orf50
C7orf61
C8G
C8orf33
C8orf37
C8orf59
C8orf76
C8orf82
C8orf88
C9
C9orf116
C9orf129
C9orf131
C9orf16
C9orf24
C9orf47
C9orf50
C9orf64
C9orf78
CA10
CA11
CA2
CA3
CA4
CA5A
CA5B
CA6
CA7
CAB39
CABIN1
CABLES2
CABP2
CABP4
CABP7
CACNA1A
CACNA1B
CACNA1G
CACNA1I
CACNA1S
CACNA2D2
CACNB1
CACNB3
CACNG1
CACNG2
CACNG4
CACNG8
CACTIN
CACUL1
CACYBP
CAD
CADM1
CADM2
CADM4
CADPS
CALCB
CALCOCO1
CALHM1
CALM1
CALM2
CALM3
CALML5
CALML6
CALN1
CALR
CAMK1G
CAMK2G
CAMKK2
CAMKMT
CAMLG
CAMSAP1
CAMSAP2
CAND1
CAND2
CANT1
CANX
CAP1
CAPN1
CAPN10
CAPN11
CAPN15
CAPN3
CAPN5
CAPN9
CAPNS1
CAPRIN1
CAPS
CAPSL
CAPZA1
CAPZB
CARD10
CARD11
CARD16
CARD6
CARD8
CARM1
CARMIL3
CARNS1
CARS
CARS2
CASC1
CASC3
CASC4
CASKIN1
CASKIN2
CASP10
CASP6
CASP7
CASP9
CASQ2
CASS4
CAST
CASTOR1
CASTOR3
CASZ1
CAT
CATSPER1
CATSPER3
CATSPERD
CATSPERG
CAV1
CAV2
CBARP
CBFA2T3
CBFB
CBLC
CBLL1
CBLN1
CBLN2
CBLN3
CBWD1
CBWD2
CBWD3
CBWD5
CBX1
CBX2
CBX3
CBX4
CBX5
CBX7
CBX8
CBY1
CC2D1B
CCAR1
CCAR2
CCBE1
CCDC102A
CCDC105
CCDC106
CCDC107
CCDC113
CCDC114
CCDC115
CCDC116
CCDC117
CCDC12
CCDC121
CCDC124
CCDC125
CCDC130
CCDC134
CCDC137
CCDC142
CCDC144A
CCDC144NL
CCDC153
CCDC158
CCDC160
CCDC167
CCDC17
CCDC171
CCDC174
CCDC175
CCDC177
CCDC180
CCDC181
CCDC182
CCDC184
CCDC189
CCDC190
CCDC198
CCDC22
CCDC24
CCDC25
CCDC27
CCDC28B
CCDC30
CCDC32
CCDC33
CCDC34
CCDC36
CCDC38
CCDC39
CCDC43
CCDC47
CCDC51
CCDC58
CCDC59
CCDC6
CCDC61
CCDC62
CCDC63
CCDC65
CCDC71
CCDC71L
CCDC74A
CCDC74B
CCDC77
CCDC78
CCDC8
CCDC82
CCDC83
CCDC84
CCDC85A
CCDC85B
CCDC86
CCDC87
CCDC88B
CCDC9
CCDC92
CCDC93
CCDC96
CCER2
CCIN
CCK
CCKBR
CCL1
CCL16
CCL17
CCL19
CCL21
CCL26
CCL27
CCL3
CCL3L3
CCL4
CCL4L2
CCL5
CCM2
CCM2L
CCNA2
CCNB1
CCNB1IP1
CCNC
CCND1
CCND2
CCND3
CCNE1
CCNE2
CCNF
CCNG1
CCNH
CCNI
CCNJ
CCNK
CCNL1
CCNL2
CCNT1
CCNT2
CCP110
CCR10
CCR2
CCR3
CCR4
CCR5
CCR7
CCR8
CCS
CCSAP
CCSER1
CCT2
CCT3
CCT4
CCT5
CCT6A
CCT6B
CCT7
CCT8
CCT8L2
CCZ1B
CD101
CD109
CD14
CD151
CD160
CD164
CD19
CD1C
CD1D
CD200R1
CD200R1L
CD22
CD247
CD248
CD27
CD276
CD2BP2
CD300LG
CD302
CD320
CD37
CD3D
CD3EAP
CD3G
CD44
CD46
CD48
CD5
CD53
CD55
CD58
CD5L
CD68
CD7
CD74
CD79A
CD79B
CD80
CD81
CD82
CD83
CD8B
CDAN1
CDC123
CDC14B
CDC16
CDC20
CDC20B
CDC23
CDC25A
CDC25B
CDC25C
CDC26
CDC27
CDC37
CDC37L1
CDC40
CDC42
CDC42BPB
CDC42BPG
CDC42EP1
CDC42EP2
CDC42EP4
CDC42SE1
CDC45
CDC5L
CDC6
CDC7
CDC73
CDCA2
CDCA3
CDCA5
CDCA7L
CDCA8
CDH1
CDH15
CDH2
CDH22
CDH24
CDH26
CDH3
CDH4
CDH5
CDH6
CDHR1
CDIPT
CDK1
CDK10
CDK11A
CDK12
CDK13
CDK16
CDK19
CDK2
CDK2AP1
CDK2AP2
CDK3
CDK4
CDK5
CDK5RAP1
CDK5RAP2
CDK5RAP3
CDK6
CDK7
CDK8
CDK9
CDKAL1
CDKL2
CDKL3
CDKN1B
CDKN1C
CDKN2A
CDKN2AIP
CDKN2AIPNL
CDNF
CDPF1
CDRT15
CDS1
CDS2
CDSN
CDT1
CDV3
CDX2
CDX4
CDYL
CEACAM16
CEACAM6
CEACAM7
CEACAM8
CEBPA
CEBPB
CEBPD
CEBPE
CEBPZ
CELA1
CELA2A
CELF1
CELF2
CELF3
CELF5
CELF6
CELSR2
CEMIP2
CEND1
CENPA
CENPB
CENPC
CENPE
CENPF
CENPH
CENPI
CENPJ
CENPK
CENPL
CENPN
CENPO
CENPP
CENPQ
CENPS
CENPT
CENPU
CENPV
CENPW
CENPX
CEP112
CEP120
CEP126
CEP131
CEP135
CEP152
CEP170B
CEP192
CEP250
CEP295
CEP295NL
CEP350
CEP41
CEP44
CEP55
CEP57
CEP68
CEP72
CEP78
CEP85
CEP85L
CEP89
CEP97
CEPT1
CER1
CERCAM
CERK
CERS2
CERS3
CERS4
CES4A
CES5A
CFAP126
CFAP161
CFAP20
CFAP221
CFAP298
CFAP300
CFAP44
CFAP45
CFAP57
CFAP58
CFAP65
CFAP69
CFAP70
CFAP77
CFAP97D1
CFB
CFC1
CFD
CFDP1
CFHR3
CFL1
CFL2
CFLAR
CFTR
CGB2
CGB5
CGGBP1
CGN
CHAC1
CHAD
CHADL
CHAF1A
CHAF1B
CHAMP1
CHCHD1
CHCHD10
CHCHD2
CHCHD3
CHCHD4
CHCHD5
CHD1
CHD1L
CHD2
CHD3
CHD4
CHD7
CHD8
CHDH
CHEK1
CHERP
CHFR
CHGA
CHI3L2
CHIC2
CHID1
CHKA
CHKB
CHM
CHML
CHMP1A
CHMP1B
CHMP2A
CHMP3
CHMP4A
CHMP4B
CHMP4C
CHMP5
CHMP6
CHMP7
CHORDC1
CHP1
CHP2
CHRAC1
CHRDL1
CHRDL2
CHRM4
CHRNA10
CHRNA4
CHRNA5
CHRNA7
CHRND
CHRNG
CHST10
CHST11
CHST2
CHST4
CHST5
CHST6
CHST7
CHST8
CHTF18
CHTF8
CHTOP
CHUK
CHURC1
CIAO1
CIAO2A
CIAO2B
CIAO3
CIAPIN1
CIART
CIB4
CIC
CIDEA
CIDEB
CIDEC
CILP2
CINP
CIP2A
CIR1
CIRBP
CISD3
CISH
CIT
CITED2
CITED4
CIZ1
CKAP2
CKAP2L
CKAP5
CKLF
CKS1B
CKS2
CLASRP
CLCC1
CLCF1
CLCN3
CLCN6
CLCN7
CLDN10
CLDN11
CLDN16
CLDN18
CLDN19
CLDN4
CLDN5
CLDN6
CLDN7
CLDN9
CLDND1
CLEC14A
CLEC16A
CLEC18A
CLEC18B
CLEC1A
CLEC4D
CLEC4G
CLEC6A
CLHC1
CLIC1
CLIC3
CLINT1
CLK1
CLK2
CLK3
CLK4
CLMP
CLN3
CLN6
CLNS1A
CLP1
CLPB
CLPP
CLPS
CLPTM1
CLPX
CLRN2
CLSPN
CLSTN1
CLSTN3
CLTB
CLTC
CLTCL1
CLUH
CMAS
CMC1
CMIP
CMKLR1
CMPK1
CMPK2
CMTM2
CMTM5
CMTM6
CMTM8
CMTR1
CMTR2
CNBD2
CNBP
CNDP1
CNEP1R1
CNGA1
CNGA2
CNGA4
CNIH1
CNIH2
CNIH4
CNKSR2
CNMD
CNN1
CNN2
CNN3
CNNM1
CNNM3
CNOT1
CNOT10
CNOT11
CNOT2
CNOT3
CNOT4
CNOT6
CNOT6L
CNOT7
CNOT9
CNP
CNPY2
CNPY4
CNTD2
CNTFR
CNTLN
CNTN2
CNTNAP1
CNTNAP3
CNTNAP3B
CNTNAP4
CNTROB
COA1
COA3
COA4
COA5
COA6
COA7
COASY
COBL
COCH
COG1
COG2
COG3
COG4
COG5
COG6
COG7
COG8
COIL
COL15A1
COL17A1
COL18A1
COL20A1
COL25A1
COL4A1
COL4A3BP
COL5A3
COL6A6
COL7A1
COL8A2
COL9A1
COL9A3
COLCA2
COLEC10
COMMD10
COMMD2
COMMD3
COMMD4
COMMD5
COMMD6
COMMD7
COMMD8
COMMD9
COMP
COMT
COMTD1
COP1
COPA
COPB1
COPB2
COPE
COPG1
COPRS
COPS2
COPS3
COPS4
COPS5
COPS6
COPS7A
COPS8
COPS9
COPZ1
COQ10A
COQ10B
COQ2
COQ3
COQ4
COQ5
COQ6
COQ7
COQ8B
COQ9
CORO1A
CORO1B
CORO1C
CORO2A
CORO6
CORO7
CORT
COX10
COX11
COX14
COX15
COX16
COX17
COX18
COX19
COX20
COX4I1
COX4I2
COX5A
COX5B
COX6A1
COX6A2
COX6B1
COX6C
COX7A2
COX7A2L
COX7B
COX7C
COX8A
COX8C
CPAMD8
CPD
CPE
CPEB1
CPEB2
CPEB4
CPLANE1
CPLANE2
CPM
CPN2
CPNE1
CPNE2
CPNE5
CPNE6
CPNE7
CPNE9
CPOX
CPQ
CPSF1
CPSF2
CPSF3
CPSF4
CPSF6
CPSF7
CPT1A
CPT1B
CPT2
CPZ
CR1
CR1L
CR2
CRABP2
CRACR2B
CRAMP1
CRAT
CRB1
CRB2
CRB3
CRCP
CREB1
CREB3
CREB3L3
CREBBP
CREBZF
CRELD2
CREM
CRH
CRHR1
CRIM1
CRIP2
CRIP3
CRIPAK
CRIPT
CRISP1
CRK
CRKL
CRLF1
CRLF3
CRLS1
CRMP1
CRNKL1
CRNN
CROCC
CROT
CRP
CRTAC1
CRTC1
CRTC2
CRTC3
CRX
CRYAA
CRYBA1
CRYBA4
CRYBB3
CRYGA
CRYGB
CRYGC
CRYGD
CRYGS
CS
CSAD
CSDC2
CSDE1
CSE1L
CSF2RA
CSF2RB
CSF3R
CSH2
CSHL1
CSK
CSKMT
CSNK1A1
CSNK1A1L
CSNK1D
CSNK1E
CSNK1G1
CSNK1G2
CSNK2A1
CSNK2A2
CSNK2A3
CSNK2B
CSPG4
CSPG5
CSRNP1
CSRP2
CST2
CST3
CST6
CSTA
CSTB
CSTF1
CSTF2
CSTF2T
CSTF3
CT45A7
CT47B1
CT55
CT62
CTAG1A
CTAG2
CTAGE1
CTAGE15
CTAGE9
CTBP1
CTBP2
CTC1
CTCF
CTDNEP1
CTDP1
CTDSP1
CTDSP2
CTDSPL2
CTF1
CTLA4
CTNNA1
CTNNA2
CTNNA3
CTNNB1
CTNNBIP1
CTNNBL1
CTNND1
CTPS1
CTR9
CTRB2
CTSB
CTSF
CTSH
CTSK
CTSL
CTSO
CTSS
CTSW
CTSZ
CTTN
CTU1
CTU2
CTXN1
CUBN
CUEDC1
CUL1
CUL2
CUL3
CUL4A
CUL4B
CUL5
CUL7
CUL9
CUTA
CUX1
CUX2
CWC22
CWC25
CWF19L1
CWF19L2
CXADR
CXCL1
CXCL12
CXCL14
CXCL17
CXCL3
CXCL5
CXCR1
CXCR2
CXXC1
CXXC4
CXorf56
CYB561
CYB561A3
CYB561D1
CYB561D2
CYB5A
CYB5B
CYB5D2
CYB5R2
CYB5R3
CYB5R4
CYBC1
CYBRD1
CYC1
CYCS
CYFIP1
CYHR1
CYLD
CYP11A1
CYP1A2
CYP24A1
CYP26A1
CYP26C1
CYP27A1
CYP27B1
CYP2A13
CYP2B6
CYP2C18
CYP2D6
CYP2E1
CYP2F1
CYP2J2
CYP2S1
CYP2U1
CYP2W1
CYP3A5
CYP4B1
CYP4F11
CYP4F2
CYP4F3
CYP4X1
CYS1
CYTH1
CYTH2
CYTH3
CYTH4
DACH1
DACT2
DACT3
DAD1
DAGLA
DAGLB
DALRD3
DAND5
DAO
DAOA
DAP
DAP3
DAPK2
DARS
DARS2
DAXX
DAZAP1
DAZAP2
DBF4
DBF4B
DBI
DBNDD1
DBNL
DBP
DBR1
DBT
DBX2
DCAF10
DCAF12
DCAF12L1
DCAF13
DCAF15
DCAF4
DCAF4L2
DCAF5
DCAF6
DCAF8
DCAKD
DCANP1
DCDC2
DCDC2B
DCLK1
DCLK3
DCLRE1A
DCLRE1B
DCP2
DCPS
DCST1
DCST2
DCT
DCTD
DCTN1
DCTN2
DCTN3
DCTN4
DCTN5
DCTN6
DCTPP1
DCUN1D1
DCUN1D3
DCUN1D5
DCXR
DDA1
DDB1
DDB2
DDHD2
DDI2
DDIT3
DDIT4
DDN
DDO
DDOST
DDR1
DDRGK1
DDTL
DDX1
DDX10
DDX11
DDX17
DDX18
DDX19A
DDX19B
DDX20
DDX21
DDX23
DDX24
DDX25
DDX27
DDX28
DDX31
DDX39A
DDX39B
DDX3X
DDX4
DDX41
DDX42
DDX43
DDX46
DDX47
DDX49
DDX5
DDX50
DDX51
DDX52
DDX54
DDX55
DDX56
DDX58
DDX59
DDX6
DEDD
DEFB106A
DEFB115
DEFB116
DEFB118
DEFB131B
DEFB135
DEFB4A
DEGS1
DELE1
DENND1A
DENND1C
DENND2A
DENND2C
DENND2D
DENND3
DENND4A
DENND4B
DENND4C
DENND5A
DENND6B
DENR
DEPDC1
DEPDC5
DEPP1
DEPTOR
DERL1
DERL2
DESI1
DET1
DEXI
DFFB
DGCR2
DGCR6
DGCR6L
DGCR8
DGKA
DGKD
DGKE
DGKZ
DHCR7
DHDDS
DHDH
DHFR
DHFR2
DHH
DHODH
DHPS
DHRS1
DHRS13
DHRS3
DHRS4
DHRS4L2
DHRS7
DHRS7B
DHRSX
DHX15
DHX16
DHX29
DHX30
DHX32
DHX33
DHX35
DHX36
DHX37
DHX38
DHX40
DHX58
DHX8
DHX9
DIABLO
DIAPH1
DIAPH3
DICER1
DIDO1
DIMT1
DIO2
DIO3
DIP2B
DIRAS3
DIS3
DIS3L
DISP2
DIXDC1
DKC1
DKK1
DKK3
DKK4
DLAT
DLD
DLG1
DLG4
DLG5
DLGAP3
DLGAP5
DLK2
DLL1
DLL3
DLST
DLX1
DLX2
DLX3
DLX4
DLX5
DLX6
DMAC1
DMAC2
DMAP1
DMKN
DMP1
DMRT3
DMRTA2
DMRTB1
DMRTC2
DMTF1
DMXL1
DMXL2
DNAAF2
DNAAF5
DNAH1
DNAH10
DNAH2
DNAH5
DNAH7
DNAJA1
DNAJA2
DNAJA3
DNAJB1
DNAJB11
DNAJB12
DNAJB13
DNAJB6
DNAJB9
DNAJC11
DNAJC13
DNAJC14
DNAJC16
DNAJC17
DNAJC19
DNAJC2
DNAJC21
DNAJC22
DNAJC24
DNAJC3
DNAJC30
DNAJC5
