,Leukemia,Colon/Colorectal Cancer,Bladder Cancer,Lung Cancer,Ovarian Cancer,Skin Cancer,Breast Cancer,Pancreatic Cancer,Brain Cancer,Lymphoma,Kidney Cancer,Sarcoma,Bone Cancer,Gastric Cancer,Neuroblastoma,Rhabdoid,Prostate Cancer,Fibroblast,Gallbladder Cancer,Thyroid Cancer,Bile Duct Cancer,Head and Neck Cancer,Myeloma,Liver Cancer,Endometrial/Uterine Cancer,Esophageal Cancer,Cervical Cancer,Eye Cancer
CCDC179 (100500938),704.0,1635.5,1770.0,1245.5,1019.0,1603.0,1427.0,1360.0,1938.5,1474.0,1651.0,1421.0,1256.0,810.0,1689.5,1584.5,168.0,4510.0,1074.0,1016.0,1579.0,998.0,1562.0,1517.5,755.0,1263.5,724.5,721.5
CCDC180 (100499483),13606.0,13867.5,14344.0,14432.5,14342.0,14363.0,14051.0,14882.5,14086.5,13844.0,13738.5,14578.5,14437.0,13413.0,14268.5,15003.5,15397.0,13785.0,14635.0,13766.5,14180.0,13292.5,13276.0,14529.5,14418.0,14136.0,13705.5,13729.5
CCDC181 (57821),8093.0,10566.0,8284.0,9521.0,7484.0,7883.0,9401.0,9024.0,8657.0,6616.0,8073.0,6616.0,11378.0,10113.5,7573.0,9361.5,1324.0,7098.0,9223.0,8540.5,8116.0,11175.5,9570.5,8750.5,10489.0,8243.5,11805.5,11181.0
CCDC182 (101927581),12813.0,13433.5,14487.0,13294.0,13326.0,12890.0,13445.0,13320.5,14200.0,12435.0,12884.5,13443.5,13929.0,13638.5,14661.0,11793.0,12855.0,11542.0,14563.0,10831.5,9735.0,13811.5,13146.0,13383.5,13004.5,13675.0,14450.5,15501.0
CCDC183 (84960),2995.0,3015.5,3047.0,2335.0,2209.0,2641.5,2136.0,2466.5,2101.0,1542.0,2561.0,2279.0,2567.0,2693.0,3902.0,1764.5,5110.0,2545.0,4158.0,1626.0,2588.0,2569.5,1864.0,1827.5,1558.5,2463.5,2850.0,1542.0
CCDC184 (387856),14637.0,14407.5,14712.0,13857.5,13452.0,14576.0,14369.0,13733.5,14281.0,14302.0,13197.0,13951.0,14900.0,14606.0,12355.5,14654.0,11973.0,14720.0,8845.0,13801.0,13191.0,13821.5,13855.0,13964.5,13309.0,14406.5,15094.0,13869.5
CCDC185 (164127),6869.0,5674.0,4255.0,5642.5,5032.0,5702.5,6862.0,7062.0,4963.0,6698.0,7071.0,6835.0,7027.0,4688.5,7673.0,4742.0,8766.0,6844.0,497.0,3632.5,3067.0,4366.5,5741.0,4954.5,4722.5,5061.0,7615.5,6148.5
CCDC186 (55088),829.0,1278.0,2079.0,914.5,1033.0,936.0,1205.0,916.0,813.0,2048.0,1668.5,810.5,1335.0,619.5,1161.0,2124.5,33.0,2532.0,4525.0,659.0,1561.0,1965.0,1556.0,1041.0,1474.0,549.5,1657.0,1297.5
CCDC189 (90835),10007.0,10643.0,8992.0,11229.5,10259.0,9644.5,10548.0,11108.5,10363.5,10111.0,11639.0,7521.5,10823.0,11396.5,10265.5,8766.5,14693.0,10861.0,12308.0,9016.0,7381.0,9194.5,9888.5,10079.5,10811.0,9644.5,7840.0,11395.5
CCDC190 (339512),6107.0,7479.0,10190.0,9063.5,7497.0,8034.5,9015.0,8866.0,7546.0,7838.0,9714.0,7137.0,8106.0,8329.0,10232.0,9130.5,8453.0,7342.0,10165.0,6442.0,8440.0,9458.0,11665.0,8784.5,9987.0,7506.0,10093.0,11224.0
CCDC191 (57577),10445.0,11375.5,10842.0,10759.0,11412.0,11035.0,11359.0,12020.5,11550.0,11063.0,9352.0,9635.0,10241.0,10580.5,10708.5,11635.5,5576.0,11960.0,11471.0,9417.0,11995.0,11755.5,7758.5,10271.5,12030.5,9833.0,12051.0,10095.0
CCDC198 (55195),7902.0,11237.0,9616.0,10940.0,9641.0,10085.5,10284.0,11596.5,10798.0,10645.0,9519.0,8290.0,11260.0,10034.0,10119.0,10861.5,13507.0,5302.0,8124.0,9805.0,9170.0,9759.0,10385.0,9544.0,10650.0,9428.0,9811.5,7014.5
CCDC22 (28952),15682.0,13512.0,15918.5,15003.0,15665.5,15968.5,13719.0,14308.0,14670.0,15747.0,15677.0,15070.5,13922.0,12057.5,14780.0,15602.5,14858.0,17086.0,16639.0,14903.0,15388.0,15314.0,14858.5,14550.0,15247.0,15540.0,15049.0,13635.0
CCDC24 (149473),12892.0,11312.5,12528.0,12732.0,11350.0,12523.0,12224.0,11522.0,12138.5,12408.0,11802.5,12533.0,10080.0,12206.0,11759.0,10070.5,9276.0,11326.0,9950.0,10258.0,14415.0,11824.5,12453.0,10798.5,12533.0,11726.0,11946.0,11226.0
CCDC25 (55246),8310.0,11185.5,7541.0,8544.0,8820.0,7009.0,8985.0,11315.0,6785.0,7108.0,7343.0,9105.0,9283.0,8646.5,9931.5,10736.5,1577.0,13739.0,11409.0,12780.5,13349.0,7089.5,9753.5,9778.5,9256.0,7157.5,7292.0,6300.0
CCDC27 (148870),12651.0,11994.5,10869.0,10521.0,10572.0,10696.5,10878.0,10694.0,9810.0,11671.0,10779.0,10752.0,9925.0,11345.5,9284.0,11222.5,15165.0,9730.0,10065.0,11277.5,9061.0,11516.5,11721.0,9920.5,9924.0,11634.5,9678.0,9038.0
CCDC28A (25901),1390.0,3458.0,3228.0,2447.0,2201.0,2893.0,1960.0,3154.5,1959.5,2558.0,2723.0,1399.0,2767.0,3110.0,1029.5,3470.0,1476.0,526.0,1124.0,3012.5,2968.0,3220.0,2665.0,1612.0,2954.5,1865.0,3026.5,2205.5
CCDC28B (79140),10495.0,11547.0,12408.0,11484.5,11087.0,12316.5,11765.0,10608.5,11369.5,11056.0,10457.5,11832.0,12076.0,9713.5,9042.5,12160.0,7833.0,14166.0,10745.0,8855.5,12149.0,12152.5,12476.5,11724.0,12255.5,12247.5,9693.0,8599.0
CCDC3 (83643),3530.0,2341.0,1678.0,1947.0,2297.0,1979.5,3660.0,1195.5,2862.5,3342.0,2303.5,4016.5,2805.0,1612.0,2323.5,4687.0,6164.0,2735.0,141.0,3665.0,3856.0,4297.0,2223.5,2386.0,1888.5,2690.5,3365.0,1387.5
CCDC30 (728621),15120.0,14078.0,15045.0,14954.5,14755.0,14798.0,15153.0,14523.0,14989.5,14433.0,15303.5,15150.0,14365.0,14583.0,15380.5,14292.0,13053.0,15854.0,13545.0,15377.5,13879.0,14909.5,15493.5,14807.5,14967.0,15013.0,15320.5,14676.0
CCDC32 (90416),11855.0,13020.0,12678.0,11671.5,11924.0,11426.0,11856.0,9877.5,9350.5,12222.0,10472.0,10211.0,8401.0,10639.5,10200.5,12690.0,1378.0,9825.0,2867.0,12689.0,9777.0,11671.0,13234.5,11475.5,11618.5,11467.0,7714.5,12824.0
CCDC33 (80125),9697.0,7565.0,7795.0,6929.5,6906.0,7503.5,8337.0,7127.5,7882.5,9133.0,5566.0,7239.5,8089.0,8313.5,7672.5,9688.5,12487.0,5653.0,7176.0,6984.5,6369.0,7608.5,10427.5,8858.5,7913.0,9024.5,8947.5,8640.5
CCDC34 (91057),5023.0,5105.5,7019.0,5641.5,4937.0,6198.0,3479.0,5680.5,5925.5,4588.0,5717.5,4308.5,5438.0,5355.5,6106.0,2856.5,3147.0,11103.0,5039.0,6869.5,8595.0,4371.0,7499.5,7066.0,3429.5,5415.5,5249.5,6072.0
CCDC36 (339834),15189.0,14974.0,15338.0,15047.0,15170.0,15171.5,15155.0,15612.5,15007.0,15142.0,15043.0,14566.5,15036.0,15189.0,15744.5,15963.0,16347.0,13528.0,14290.0,14026.5,14977.0,15634.5,14348.0,16032.0,15381.5,15506.5,15344.0,15919.0
CCDC38 (120935),12333.0,11548.5,13032.0,12843.0,12510.0,12686.0,12881.0,13017.5,12514.5,12734.0,11074.5,13207.0,12058.0,11310.0,10778.0,12871.0,7767.0,14322.0,13972.0,10919.0,12943.0,12616.0,9851.0,12079.5,12121.5,13602.5,14348.0,11085.5
CCDC39 (339829),7865.0,7374.0,8930.0,10091.5,9229.0,9182.5,9150.0,10361.0,9571.5,11253.0,9319.5,8573.0,9389.0,9319.0,8806.5,10251.0,7530.0,6125.0,4745.0,5453.0,9091.0,8311.5,11121.0,8219.5,8598.0,10255.0,11512.0,8825.5
CCDC40 (55036),5526.0,6632.0,3995.0,5131.0,5398.0,6478.5,6755.0,6141.0,5764.5,4562.0,5848.5,6378.0,7417.0,4507.0,11011.5,6000.0,3537.0,4434.0,2272.0,5508.5,5965.0,5076.0,5718.0,5855.0,3423.0,6877.0,3788.0,6134.0
CCDC42 (146849),1437.0,809.5,762.0,498.5,526.0,744.5,887.0,464.5,670.5,642.0,585.5,1033.0,899.0,846.5,855.0,808.0,354.0,508.0,104.0,2163.0,1038.0,686.5,954.5,653.0,598.5,246.5,800.5,629.0
CCDC43 (124808),15430.0,14936.0,15558.0,15490.5,15320.0,15178.0,15600.0,15442.5,15780.0,15496.0,15369.0,15411.0,15609.0,15418.0,16291.5,15168.5,14657.0,15733.0,15130.0,15500.0,15862.0,15150.5,15109.0,15302.5,15351.0,14965.5,14823.5,15942.5
CCDC47 (57003),12885.0,8861.5,10057.0,9656.5,10012.0,11920.0,10806.0,9483.5,9592.0,12170.0,12895.0,10115.5,10193.0,9982.5,8926.0,8644.5,10907.0,4307.0,5579.0,9497.5,7754.0,9759.0,12203.0,10957.0,8150.0,8254.0,9900.5,8050.0
CCDC50 (152137),7841.0,8870.0,10175.0,8112.5,8824.0,7495.0,8695.0,7363.5,8528.0,8397.0,9226.0,8323.0,10948.0,10082.5,5200.0,8733.5,6933.0,9916.0,12858.0,7817.0,11525.0,7114.5,7654.5,9270.5,8118.0,8325.0,10601.5,11272.0
CCDC51 (79714),8662.0,9766.5,9793.0,10335.0,11051.0,7130.0,12474.0,9803.0,5957.5,8400.0,8141.5,8631.5,8453.0,8292.5,9004.5,10336.5,6880.0,16469.0,8613.0,2445.5,6575.0,12661.5,5797.0,8209.0,7051.5,15592.5,11280.5,8043.5
CCDC54 (84692),455.0,635.5,284.0,351.0,422.0,276.5,581.0,276.5,266.0,863.0,410.0,281.0,434.0,298.0,756.0,533.0,1030.0,115.0,238.0,1911.5,521.0,286.0,381.0,231.5,860.5,266.0,209.5,190.0
CCDC58 (131076),13538.0,15080.5,14789.0,14967.5,14770.0,14754.0,14442.0,15309.0,15386.0,15244.0,13973.5,14101.0,14454.0,14770.0,14962.0,14491.0,13272.0,15495.0,15776.0,10742.0,14273.0,14742.0,15576.5,14740.5,14341.5,14622.5,14170.5,16071.5
CCDC59 (29080),16957.0,16971.0,17010.0,16963.0,17037.0,16947.0,16864.0,17087.5,17115.5,16909.0,16844.0,17256.5,17174.0,17157.0,17195.0,17144.5,16298.0,16962.0,17409.0,17297.0,16916.0,17029.5,16826.0,16825.5,16799.0,17203.5,17125.5,16976.0
CCDC6 (8030),14416.0,12867.0,12459.0,13535.0,13358.0,15035.5,13201.0,13728.0,14748.0,14594.0,8492.5,11935.5,14179.0,13166.0,14029.0,7381.5,2473.0,14208.0,15425.0,14720.5,11246.0,14785.0,15159.5,11869.5,13857.5,14282.0,12446.0,13216.0
CCDC60 (160777),7205.0,7180.5,3704.0,4904.5,3713.0,4950.5,4514.0,5273.0,4708.5,5344.0,2646.5,4280.5,5996.0,4381.0,5017.5,3443.5,9542.0,6390.0,1852.0,7567.0,5156.0,6297.5,5642.0,3616.0,5123.5,5511.5,4266.0,5217.5
CCDC61 (729440),10350.0,9518.5,10727.0,9909.0,10486.0,9533.0,9513.0,9201.5,10541.0,10989.0,10234.0,11378.0,10169.0,10927.0,9441.5,9127.0,12926.0,7649.0,12517.0,6226.5,10977.0,11151.5,12549.0,9372.5,11891.0,12418.5,13598.5,8681.0
CCDC62 (84660),13738.0,14513.5,13293.0,14074.0,13127.0,13520.0,13318.0,14202.5,13640.5,10748.0,13881.0,14205.5,14625.0,13799.0,14013.5,13342.5,15529.0,14325.0,14844.0,13906.5,14211.0,13022.0,12150.5,13344.5,13768.5,14061.5,13368.5,13952.5
CCDC63 (160762),11363.0,11493.5,10507.0,10912.0,10955.0,11030.5,12700.0,10934.5,12353.0,10911.0,10407.0,11747.0,11668.0,10091.0,11450.5,9404.0,11320.0,12962.0,7906.0,10504.5,10898.0,10283.0,11431.5,11904.0,10918.0,11217.0,10045.0,12978.0
CCDC65 (85478),8408.0,10476.5,8967.0,10127.0,10804.0,10075.0,11010.0,10185.5,10180.0,10803.0,9675.5,8675.0,10373.0,11566.0,9705.5,10784.5,7024.0,11455.0,8602.0,9745.0,10888.0,8531.0,8620.5,10596.5,10124.5,10571.0,13159.5,7296.0
CCDC66 (285331),4215.0,5263.5,5215.0,4730.0,4000.0,6532.0,4707.0,7337.0,3987.5,3146.0,6645.0,4098.5,4950.0,5759.5,5978.5,3791.5,11584.0,4223.0,4091.0,827.5,4685.0,5198.5,3489.5,5676.0,7119.5,4391.5,3909.0,3620.0
CCDC68 (80323),1403.0,764.5,774.0,721.5,794.0,735.5,751.0,911.0,948.5,840.0,1150.5,756.0,1354.0,576.5,943.0,902.0,4910.0,77.0,161.0,663.5,317.0,1234.0,1285.5,819.5,463.0,772.0,1029.0,1906.5
CCDC69 (26112),7825.0,7968.5,8619.0,8263.0,7470.0,9409.5,8553.0,9711.0,8872.5,8838.0,8434.5,9196.5,9363.0,9639.0,9171.0,8963.5,7318.0,4532.0,13774.0,7857.0,9904.0,9085.0,8116.0,9799.5,10879.5,9530.0,7980.5,6574.5
CCDC7 (79741),1372.0,1901.5,2367.0,1730.5,1649.0,1516.5,2391.0,1639.5,1856.5,1852.0,2508.5,2006.5,2396.0,2436.5,1467.0,4416.5,1865.0,3232.0,1455.0,2571.5,3627.0,3480.5,2989.0,2313.5,2067.5,1282.0,3199.5,575.0
CCDC70 (83446),6255.0,7587.0,8317.0,8133.5,7959.0,7055.5,5248.0,7394.0,7304.0,4168.0,8669.0,7541.5,6683.0,8850.0,9423.5,9045.0,9083.0,3677.0,9859.0,5943.5,6059.0,7870.5,5585.5,7903.5,8088.5,7719.0,11892.0,8426.0
CCDC71 (64925),10755.0,10244.5,9701.0,10545.5,10752.0,9955.5,11340.0,11554.0,11201.5,9369.0,10896.0,8766.0,10252.0,8734.0,10191.5,9111.0,15425.0,4735.0,4559.0,6018.5,12294.0,9984.5,6864.5,10021.5,9115.0,10368.0,9899.5,8516.0
CCDC71L (168455),11508.0,10521.5,12180.0,10794.0,11450.0,11459.5,12243.0,9881.5,10720.5,9936.0,12020.0,11590.5,11201.0,10469.0,12126.0,11620.0,8117.0,14079.0,9002.0,11077.0,9102.0,9961.5,12728.0,10022.0,11591.0,11244.5,10940.0,12465.0
CCDC73 (493860),2243.0,3682.5,3797.0,3344.5,5242.0,2959.0,3234.0,2519.0,2547.0,4728.0,2342.0,4213.0,2980.0,1854.0,3586.5,5745.5,13455.0,5461.0,967.0,3698.5,1724.0,3070.5,3445.5,3524.5,2791.5,2806.5,2453.5,4754.0
CCDC74A (90557),2977.0,4960.5,5018.0,5442.0,4093.0,5132.0,7657.0,5278.5,4948.0,4632.0,5464.0,4351.5,6612.0,2273.0,4831.5,10609.5,2288.0,4561.0,560.0,6996.0,3617.0,4806.5,2163.0,2758.5,4577.0,3092.0,6914.5,5519.5
CCDC74B (91409),14314.0,14004.5,14218.0,14728.0,15143.0,14794.5,14310.0,15252.0,14692.5,14069.0,14771.0,13865.5,14265.0,14751.5,14315.5,15116.5,4604.0,14356.0,16242.0,13896.5,15614.0,13775.0,14209.5,15570.5,14820.0,15227.0,13296.0,14250.5
CCDC77 (84318),8767.0,9871.5,9120.0,8231.0,12359.0,10871.0,10689.0,9019.5,10232.5,9144.0,11028.5,13128.0,8339.0,11373.5,13149.5,11862.0,9691.0,10361.0,9358.0,14224.0,6867.0,11590.0,9329.0,9590.0,9794.0,11402.5,11757.0,11688.0
CCDC78 (124093),15852.0,15960.5,16137.0,15896.0,16076.0,15788.0,16124.0,15862.0,16319.0,15966.0,15845.0,16185.5,16374.0,15962.5,16116.0,15779.0,16354.0,15846.0,16251.0,15317.5,15839.0,15784.5,15385.0,16213.5,16042.5,15564.0,15743.0,16271.0
CCDC8 (83987),10336.0,9160.5,9425.0,9592.5,10290.0,10759.0,9317.0,8864.0,9572.0,10363.0,9535.0,11354.5,10153.0,9944.0,10269.0,10134.0,15745.0,10955.0,12425.0,11869.0,10747.0,9377.0,8466.0,9274.0,11815.5,10976.0,13150.0,9608.0
CCDC80 (151887),8187.0,7266.0,7284.0,6638.5,6241.0,6621.5,7396.0,6377.0,5933.5,8743.0,6402.5,8463.5,6410.0,6262.0,7054.5,4809.0,484.0,6321.0,7191.0,10215.0,6843.0,7271.5,7873.5,6847.0,6190.0,7401.0,7257.5,5406.0
CCDC81 (60494),7230.0,8417.5,8061.0,7546.5,7984.0,7527.0,7048.0,11009.0,8629.5,6841.0,8440.5,8002.0,6752.0,8457.0,7411.0,8781.5,812.0,7652.0,11827.0,10046.0,9564.0,9925.5,7165.5,7856.5,7368.0,8528.5,9400.5,7393.0
CCDC82 (79780),765.0,922.0,604.0,510.0,604.0,814.5,384.0,515.5,635.0,2386.0,882.0,376.0,619.0,547.0,622.5,2208.5,248.0,474.0,2940.0,2741.0,525.0,677.5,1202.5,710.5,312.0,554.5,707.5,243.5
CCDC83 (220047),12047.0,10693.5,11313.0,10607.0,11196.0,10751.0,11441.0,10355.5,12186.0,12707.0,8468.0,10179.5,10808.0,11397.5,10741.5,9641.5,11185.0,14153.0,7161.0,11509.5,8335.0,11951.0,12351.0,9507.0,11758.0,10643.0,11238.0,9963.0
CCDC84 (338657),17779.0,17725.5,17924.0,17883.5,17823.0,17823.5,17927.0,17739.0,17758.5,17884.0,17798.0,17682.0,17805.0,17755.5,17795.0,17898.5,17745.0,18055.0,17830.0,17699.5,17997.0,17908.5,17676.0,17848.0,17862.0,17968.0,17750.0,17792.5
CCDC85A (114800),4281.0,6506.0,5914.0,5872.0,5825.0,5428.0,6243.0,4792.5,6434.5,4604.0,6434.5,6758.0,5075.0,4083.0,5149.5,5636.5,4382.0,10790.0,6651.0,4108.5,6967.0,7838.5,4304.5,6272.0,5147.0,4412.5,4725.5,6032.0
CCDC85B (11007),14227.0,14655.0,14951.0,14172.5,14740.0,14284.0,13817.0,14740.5,13913.5,14201.0,14043.0,14408.0,14207.0,14074.5,14835.5,14187.5,15579.0,11681.0,9443.0,15424.5,14945.0,14836.0,14138.0,14648.5,15039.0,14976.0,13429.0,14624.0
CCDC85C (317762),2651.0,1778.0,1952.0,1558.5,1685.0,2377.0,1753.0,1560.0,3029.5,3404.0,3109.5,2556.0,2897.0,2177.5,2030.5,2531.5,8722.0,8246.0,2201.0,5864.0,4571.0,3248.5,1984.5,2761.5,2355.0,1168.5,1375.5,2718.5
CCDC86 (79080),17234.0,17369.5,17374.0,17343.5,17281.0,17395.5,17186.0,17213.5,17286.5,17306.0,17341.5,17322.5,17238.0,17247.5,17277.5,17217.0,16964.0,17264.0,17601.0,17407.5,17315.0,17408.0,16500.0,17205.0,17436.0,17234.5,17473.0,17404.5
CCDC87 (55231),13367.0,12822.0,13880.0,13877.0,13774.0,12202.5,13139.0,13920.5,12836.0,13250.0,13403.0,13072.0,13071.0,12730.0,13704.5,12008.5,13734.0,10301.0,13322.0,14537.5,12826.0,14391.5,14152.0,14944.0,14019.0,14356.5,15093.0,12772.5
CCDC88A (55704),10744.0,10044.0,10183.0,10812.0,10088.0,10254.0,10048.0,10484.0,11005.5,9084.0,9071.0,9415.0,11212.0,10169.0,12344.0,9746.5,9179.0,10274.0,11841.0,9012.0,7779.0,11539.5,9542.5,9964.5,10575.0,9366.5,11466.5,10880.0
CCDC88B (283234),13269.0,14454.0,14671.0,13673.5,14185.0,13980.0,13469.0,14077.5,13037.0,12350.0,13043.5,11207.5,13411.0,13606.0,13210.0,14394.5,16119.0,12229.0,10923.0,10270.5,14070.0,14944.5,11738.5,12725.0,15103.0,14475.5,14848.5,13003.5
CCDC88C (440193),9786.0,7790.0,7535.0,7611.0,6397.0,7998.0,7407.0,7468.5,8805.0,8547.0,7917.0,7922.5,6822.0,7407.5,8015.0,6226.5,2937.0,14362.0,13638.0,10514.0,6845.0,7383.5,9682.5,6180.5,6010.5,7092.5,7235.5,11075.5
CCDC89 (220388),3515.0,4130.5,5627.0,4846.5,4201.0,4316.0,5393.0,5599.5,4244.0,4658.0,3242.0,4066.0,6564.0,3598.0,3986.5,4819.5,3040.0,12177.0,2754.0,5273.0,4791.0,3987.0,4567.5,2647.0,3581.0,3684.0,7245.0,7721.0
CCDC9 (26093),10638.0,11304.0,10653.0,10008.0,12659.0,11610.0,10607.0,8732.5,10170.0,9681.0,10105.0,11195.5,9897.0,10868.0,11671.5,11155.0,8774.0,15235.0,11691.0,10757.5,12660.0,10399.5,7700.0,10908.5,12143.5,10447.0,9546.5,12029.5
CCDC90B (60492),2757.0,3673.0,4931.0,4308.5,3255.0,4161.5,3645.0,4166.5,4931.0,4186.0,3884.5,4841.0,6190.0,5364.5,4540.0,4656.5,6996.0,1780.0,3126.0,5397.5,6468.0,4681.5,6088.0,3784.5,4601.0,4039.5,5947.0,1915.0
CCDC91 (55297),5196.0,5596.5,4781.0,6522.0,5231.0,4911.0,5159.0,9026.5,4418.0,4471.0,4727.5,4507.5,5804.0,5915.5,6635.0,7606.5,3792.0,6577.0,4293.0,3643.5,5149.0,5676.0,5891.0,4352.0,6536.0,6743.5,2801.5,6892.0
CCDC92 (80212),9287.0,10292.5,10791.0,10712.5,10762.0,12481.5,9725.0,11415.0,10506.5,10690.0,10069.5,11678.5,11816.0,10999.5,12610.0,12916.5,12242.0,10151.0,13848.0,10250.5,11671.0,11557.0,8420.5,10537.0,9793.0,11417.5,4694.0,7231.5
CCDC93 (54520),12722.0,12247.0,13078.0,12181.5,13054.0,13132.5,12597.0,12571.0,12764.0,13368.0,12416.5,11507.5,12256.0,12630.5,13312.5,11728.0,12018.0,16091.0,14307.0,7523.5,14144.0,13915.5,11918.5,12262.5,13653.0,12135.0,14320.0,9954.0
CCDC96 (257236),9808.0,8402.0,8584.0,8042.0,8496.0,9038.0,8359.0,9375.5,8336.0,9167.0,8067.5,8448.5,8673.0,9085.0,9080.5,8635.5,6579.0,11488.0,8503.0,7465.0,10162.0,8438.5,7689.5,9203.5,9029.5,9431.0,7358.0,10696.0
CCDC97 (90324),6730.0,7830.5,6142.0,5788.0,6773.0,6148.5,5498.0,5546.0,5246.5,5589.0,5354.0,5880.5,4864.0,5827.0,6141.0,8579.0,8666.0,8168.0,8098.0,6994.0,2549.0,5148.5,5291.0,4118.5,6764.0,6353.5,7598.0,1711.5
CCDC9B (388115),9181.0,7894.5,6671.0,9601.5,7174.0,6900.0,7441.0,7603.5,6742.5,10507.0,7417.0,10997.0,7655.0,8119.5,6831.0,10332.0,4812.0,4673.0,877.0,8874.5,8486.0,7794.0,7063.5,9345.0,9298.0,8769.0,8371.0,11125.5
CCER1 (196477),3504.0,2574.0,2089.0,2458.0,1190.0,2154.0,1607.0,1455.5,1792.0,2750.0,1888.0,1755.0,4163.0,2116.0,2528.5,3639.5,1325.0,10817.0,287.0,2332.5,1670.0,3994.0,1397.0,1516.5,1394.0,2522.5,3361.0,1876.5
CCER2 (643669),6878.0,7011.5,9154.0,7868.0,9539.0,9324.5,7734.0,5766.0,8429.5,9676.0,7476.0,7402.5,7580.0,10256.0,5353.0,10359.5,3979.0,9784.0,3548.0,6140.0,5930.0,10490.0,9012.5,8427.5,9648.5,9264.5,7998.0,6484.5
CCHCR1 (54535),3229.0,3027.0,1551.0,2811.0,2304.0,2515.0,2066.0,5169.5,3601.0,4171.0,2786.0,2584.0,3904.0,1378.5,3318.5,2785.5,6540.0,3693.0,6153.0,1971.0,5015.0,2628.5,4202.5,3311.5,2985.0,1861.5,2780.5,1702.5
CCIN (881),12647.0,11409.5,12083.0,12568.5,13606.0,13265.0,13103.0,12143.0,12581.5,11831.0,13629.0,12879.5,12671.0,12370.0,11302.0,12766.0,8019.0,13150.0,12005.0,11639.5,11832.0,12428.5,12600.0,11504.0,12473.0,12483.5,12732.5,13647.0
CCK (885),7626.0,4519.0,6386.0,5128.5,5360.0,6651.0,5056.0,4024.5,6165.5,7598.0,9483.0,5597.5,6187.0,6865.0,6136.0,4570.0,6030.0,8739.0,4424.0,5108.5,7661.0,5725.5,5919.0,5319.5,5626.0,6186.0,7093.5,7244.0
CCKAR (886),4334.0,4890.5,5210.0,5417.5,4522.0,4873.5,4644.0,4182.0,5051.0,5937.0,4457.5,3865.5,6298.0,4505.0,7063.5,3922.0,957.0,13104.0,5044.0,2030.0,5797.0,4227.5,4588.5,4202.0,5778.5,4820.5,4663.5,4589.0
CCKBR (887),8097.0,8896.5,9202.0,8875.5,8432.0,9377.5,10013.0,8831.0,9394.5,7214.0,9730.5,9588.0,8321.0,9305.0,6654.5,12693.0,9262.0,7395.0,13175.0,10216.0,12066.0,6078.5,10491.0,9089.5,7528.5,10312.0,10597.0,6977.5
CCL1 (6346),13507.0,14013.5,13773.0,13016.5,12608.0,13318.5,14303.0,12711.0,12898.5,13699.0,12825.5,12668.5,12951.0,13800.0,13279.5,12988.0,13962.0,13998.0,14744.0,12933.5,15211.0,12804.5,13929.0,13023.0,12472.5,13126.0,11749.5,13900.5
CCL11 (6356),1808.0,2063.0,1331.0,1655.5,1493.0,2665.0,2058.0,1635.0,2256.0,1511.0,2951.5,1129.0,2290.0,2608.0,955.5,2986.0,2169.0,478.0,4048.0,1439.5,3377.0,1162.0,3677.5,2428.5,2158.0,1645.5,920.0,947.0
CCL13 (6357),9364.0,9390.0,8901.0,9261.5,10018.0,7893.0,10775.0,9784.0,9012.0,8421.0,8785.0,8104.5,8690.0,7772.0,9149.0,6549.5,11044.0,4557.0,13948.0,8735.5,11195.0,10453.5,10866.0,8426.0,7989.0,8810.5,8576.0,5789.0
CCL14 (6358),8140.0,6589.5,5039.0,5967.0,5701.0,5376.5,5690.0,6453.0,6338.0,8019.0,4366.5,6359.0,4918.0,6393.0,7662.0,4000.0,13266.0,1920.0,12644.0,4362.0,5145.0,7830.0,5698.5,6445.0,4937.0,6370.0,4859.5,3290.0
CCL16 (6360),14077.0,14478.5,12962.0,13742.0,13165.0,14058.5,14347.0,14383.0,13781.0,13744.0,14118.0,12465.0,13705.0,13646.0,14003.0,13190.5,16462.0,13307.0,5978.0,11243.0,14598.0,13978.0,13628.5,12800.0,12943.0,13825.0,13900.5,13179.0
CCL17 (6361),13838.0,13483.0,13298.0,13637.5,13595.0,12404.5,13227.0,13694.0,13342.0,14399.0,13687.5,12105.0,13710.0,14372.0,13240.0,14140.0,14206.0,14681.0,15081.0,10796.5,13436.0,13362.5,14081.5,13426.5,12770.0,14038.0,14013.0,13831.5
CCL18 (6362),3216.0,3555.0,3698.0,3052.0,3694.0,3758.0,4415.0,3347.5,3343.5,3285.0,3094.5,4112.0,3938.0,3806.5,3602.0,4539.0,8319.0,1645.0,2676.0,2448.5,4887.0,2499.5,5488.5,4053.5,2757.0,3097.0,2710.0,3661.5
CCL19 (6363),8282.0,9301.0,9211.0,11216.0,10296.0,9556.5,10473.0,11983.0,8610.0,9519.0,10399.0,10259.0,9248.0,10116.5,9867.0,9695.0,3135.0,7968.0,8342.0,11057.0,7909.0,9408.0,9668.5,11326.5,8003.0,10334.0,7713.5,10484.0
CCL2 (6347),1986.0,3733.0,2325.0,3257.5,2903.0,2351.5,2864.0,4404.5,2697.5,2855.0,3118.5,1732.5,2811.0,3797.0,3808.5,1708.0,5574.0,2976.0,5893.0,1029.0,3072.0,2403.5,4892.0,3263.0,2750.0,2657.0,2221.5,2095.0
