,Leukemia,Colon/Colorectal Cancer,Bladder Cancer,Lung Cancer,Ovarian Cancer,Skin Cancer,Breast Cancer,Pancreatic Cancer,Brain Cancer,Lymphoma,Kidney Cancer,Sarcoma,Bone Cancer,Gastric Cancer,Neuroblastoma,Rhabdoid,Prostate Cancer,Fibroblast,Gallbladder Cancer,Thyroid Cancer,Bile Duct Cancer,Head and Neck Cancer,Myeloma,Liver Cancer,Endometrial/Uterine Cancer,Esophageal Cancer,Cervical Cancer,Eye Cancer
NPY (4852),9526.0,10995.0,11420.0,10051.0,11811.0,11049.5,9263.0,11142.0,10461.0,9623.0,11365.0,10388.0,9997.0,10036.5,11564.0,10362.5,10890.0,11913.0,11307.0,9019.5,12053.0,9524.5,7457.0,11033.5,11735.5,12337.5,11107.0,11238.0
NPY1R (4886),8131.0,7307.5,5239.0,6405.0,6007.0,6612.0,6821.0,6300.5,5603.0,7723.0,6475.5,6632.5,7325.0,5969.0,8147.5,7531.0,6149.0,4997.0,6325.0,5161.0,5568.0,6664.5,6489.0,6122.5,6868.5,7386.0,4679.0,10321.0
NPY2R (4887),527.0,249.5,446.0,417.0,776.0,476.5,532.0,488.0,398.0,407.0,630.5,536.0,563.0,513.0,690.0,357.5,530.0,415.0,207.0,582.0,202.0,476.0,351.5,520.5,450.0,334.5,324.5,425.0
NPY4R2 (100996758),9346.0,8880.5,6863.0,8577.5,6679.0,9106.0,8555.0,5511.5,6717.5,9165.0,9507.5,6396.5,7665.0,9150.5,8371.5,7537.0,6769.0,1158.0,12861.0,10317.5,7464.0,9444.0,6536.0,8180.5,9134.5,9082.0,8914.0,6357.5
NPY5R (4889),3179.0,4841.5,3970.0,4141.5,4034.0,3353.0,3623.0,5819.0,3204.5,5018.0,3277.5,4169.0,4446.0,3177.5,6021.5,4321.0,1291.0,2077.0,2004.0,2167.0,961.0,4373.5,4508.5,4182.0,3094.0,3289.0,2499.5,7490.0
NQO1 (1728),7178.0,7282.5,9601.0,7048.5,7622.0,8329.0,7220.0,5653.0,9047.5,8961.0,8274.0,8192.0,10280.0,8907.5,5864.5,9583.0,9193.0,12763.0,6230.0,5060.0,9939.0,8783.5,7341.5,7805.5,6479.5,6657.0,9266.5,5615.0
NQO2 (4835),4504.0,2892.0,2764.0,2904.5,3314.0,2428.5,2856.0,3432.0,2715.5,4772.0,2747.0,3045.5,3419.0,2840.0,3474.0,1751.0,7671.0,1324.0,4174.0,3566.5,1805.0,2536.0,4146.5,3534.5,2326.5,2361.5,1545.5,2976.5
NR0B1 (190),7891.0,7860.0,8654.0,7703.0,7290.0,8295.5,9375.5,7695.0,8520.0,7612.0,8745.0,9035.0,9753.0,7607.5,7466.0,7084.5,6312.0,7915.0,11627.0,4531.0,9010.0,8037.0,6169.5,8304.0,5911.0,7994.0,10158.0,10114.5
NR0B2 (8431),14608.0,15100.0,15108.0,15199.0,15045.0,15455.5,15248.0,14981.5,15136.5,14239.0,15195.0,15087.0,14555.0,14656.0,14182.0,15481.0,13143.0,15934.0,15953.0,13704.0,15652.0,14718.0,15312.5,15252.5,14797.5,15510.5,15683.0,14861.5
NR1D1 (9572),8647.0,9209.5,9054.0,7993.5,8803.0,9989.5,9465.0,9245.5,9679.5,7237.0,7772.5,6243.0,9327.0,8726.0,8054.0,11322.5,14690.0,10287.0,5368.0,10902.0,6083.0,8619.0,10081.0,5168.5,9745.0,7560.5,6079.0,7359.0
NR1D2 (9975),3344.0,2018.5,1777.0,2969.5,3824.0,2340.5,2273.0,2349.5,2791.0,4023.0,3847.0,3176.0,3287.0,2933.5,3946.5,2342.5,2201.0,954.0,148.0,2772.0,3849.0,3522.0,3588.0,2386.5,2868.5,2572.5,2992.5,965.0
NR1H2 (7376),3736.0,5030.5,4259.0,6428.0,5885.0,4266.0,3649.0,5883.5,6003.5,5023.0,4092.5,3365.0,4696.0,5194.5,5828.5,4768.5,687.0,6878.0,13875.0,10989.5,8340.0,9137.0,6849.0,5053.5,6459.0,6663.0,8489.0,1910.0
NR1H3 (10062),4538.0,1889.0,3238.0,2209.0,3013.0,2163.5,2556.0,1654.0,3180.5,3186.0,2658.5,3817.0,3051.0,2135.5,1581.0,2173.0,6683.0,2275.0,4183.0,3896.0,1433.0,3843.5,2183.0,3177.0,2684.5,3477.0,1850.5,2540.0
NR1H4 (9971),12073.0,10233.5,12654.0,11184.5,12023.0,11802.5,11999.0,11094.5,12020.5,13596.0,11272.5,12633.5,12248.0,11404.5,12011.5,9704.5,8631.0,13151.0,13593.0,7165.5,11593.0,11323.5,10210.0,11567.0,11839.0,12583.0,11087.0,10181.0
NR1I2 (8856),2149.0,2459.0,4216.0,2860.5,2687.0,3630.5,3400.0,2547.0,3835.0,5318.0,2796.0,3483.0,2907.0,4547.5,2068.0,3045.5,537.0,2624.0,1453.0,5622.0,1530.0,2671.0,3426.0,3987.5,4349.0,2977.0,2232.0,4020.5
NR1I3 (9970),8107.0,8767.0,8918.0,7910.5,7045.0,6757.5,6053.0,6131.0,6652.0,10478.0,8889.5,7599.5,9925.0,6633.5,5703.5,7213.5,755.0,7735.0,6367.0,10548.0,7063.0,8070.5,11334.5,8280.0,6313.0,7715.5,8566.5,6927.5
NR2C1 (7181),9689.0,11498.0,12355.0,11937.0,11937.0,11312.5,12402.0,10782.5,12375.0,11490.0,9793.5,10781.5,13096.0,11113.5,12067.0,13405.0,11923.0,14619.0,11237.0,9370.0,9490.0,12647.5,10476.5,11707.0,10953.0,11569.5,11348.5,10599.5
NR2C2 (7182),9781.0,11058.5,11266.0,11303.5,11470.0,11827.5,10852.0,10906.5,12581.5,10630.0,9096.0,10791.5,11093.0,9994.5,10231.0,13741.5,9390.0,11905.0,14637.0,8174.0,10045.0,12854.5,13426.0,9591.5,11135.5,12268.0,8437.5,9024.0
NR2C2AP (126382),15272.0,16358.0,16660.0,16303.5,16611.0,16919.5,16360.0,16598.5,16767.5,15514.0,16276.5,16961.0,16907.0,15820.0,16706.5,16754.0,16160.0,16466.0,14999.0,16658.5,16585.0,16850.5,15842.0,16440.5,16234.0,16279.0,16415.5,16612.0
NR2E1 (7101),9811.0,8809.5,8962.0,9140.0,8718.0,9934.0,9119.0,9176.0,10089.5,9327.0,8864.5,8394.5,8685.0,9817.0,7921.5,11144.5,9407.0,5126.0,6811.0,6727.0,9186.0,9959.5,10193.0,10042.0,9127.5,9311.5,9084.0,9287.5
NR2F1 (7025),3401.0,3683.0,2892.0,4662.5,2514.0,4484.0,2336.0,2913.5,5026.0,3976.0,2933.5,6405.0,5304.0,3780.5,3907.5,8912.5,130.0,7908.0,1324.0,7718.0,7033.0,3650.5,4724.0,3429.5,2517.0,3123.5,4729.0,3172.5
NR2F2 (7026),3722.0,4530.0,3971.0,3817.5,3476.0,8899.5,2969.0,4033.0,2791.0,3367.0,879.5,3291.0,3125.0,3976.0,4014.0,3372.5,46.0,3129.0,2920.0,2620.5,3512.0,3995.5,5041.5,5186.0,4153.0,3703.0,3466.0,3880.0
NR2F6 (2063),11411.0,10146.5,11022.0,10890.0,8353.0,12022.5,10637.0,11262.5,10248.0,8640.0,9048.5,10007.5,10775.0,11451.5,9960.0,10188.0,11193.0,8801.0,15707.0,9924.5,7332.0,11704.0,9403.0,10176.0,10829.5,12067.0,11329.5,9530.5
NR3C1 (2908),7171.0,6223.5,9470.0,6846.0,7322.0,6525.0,4988.0,6503.0,7193.0,6236.0,7072.0,7738.0,7760.0,6962.0,8938.5,6086.0,13234.0,8362.0,6297.0,5154.5,10475.0,7161.5,6628.5,8358.5,6147.0,6003.0,8464.5,8664.0
NR3C2 (4306),3795.0,2981.0,3817.0,4097.0,3082.0,4073.0,3688.0,3368.0,3835.5,3897.0,3638.0,4328.0,4181.0,3402.5,5340.5,2983.0,3393.0,2961.0,11165.0,4395.0,2869.0,3392.0,4562.5,4731.5,4566.0,4536.5,2797.5,4497.0
NR4A1 (3164),11552.0,11444.5,11598.0,12230.0,12330.0,12511.5,12361.0,11187.5,12705.0,12725.0,10779.0,12689.5,12563.0,12330.5,11705.5,11389.5,10571.0,9251.0,10298.0,10709.5,12737.0,11577.5,10703.5,11765.0,11833.5,13236.0,13109.0,11880.0
NR4A2 (4929),10791.0,11219.0,10465.0,10366.0,11354.0,11193.5,10608.0,10113.5,11729.5,10065.0,10638.0,9139.5,10180.0,9620.5,11874.0,8686.5,5834.0,11596.0,12392.0,13880.5,13532.0,10883.5,11503.5,12286.0,9129.0,11537.5,9150.0,8846.0
NR4A3 (8013),8897.0,7635.0,8385.0,6676.5,5705.0,8152.0,6242.0,6589.5,5719.5,8347.0,7044.0,4977.5,6702.0,4952.0,7203.5,4593.0,5482.0,6748.0,4145.0,7852.0,7423.0,5727.0,6537.5,5773.0,5382.0,5442.0,6443.5,7869.5
NR5A1 (2516),11999.0,10235.0,12107.0,10132.5,11519.0,9887.5,9807.0,10205.5,11501.5,9708.0,11810.0,10984.0,10818.0,9622.5,12809.5,10892.0,15464.0,11204.0,11763.0,11423.5,11259.0,11410.0,9229.0,10634.5,11271.5,11215.0,13195.0,10622.0
NR5A2 (2494),7346.0,7227.0,6620.0,6557.0,6891.0,6980.5,6231.0,5390.0,6604.5,8283.0,8583.5,5930.5,6549.0,6824.5,4175.0,3918.0,4482.0,10309.0,5074.0,8107.0,6881.0,7740.5,8296.5,6408.5,6621.5,6085.0,8766.5,3293.0
NR6A1 (2649),11104.0,12489.5,11523.0,12374.0,12391.0,13571.0,12039.0,9946.5,12532.5,11482.0,12640.5,13234.0,12274.0,12380.0,11584.5,12790.0,13261.0,13908.0,9092.0,7590.5,15275.0,12004.5,12589.0,13897.0,11194.5,12053.5,14507.5,13507.0
NRAP (4892),3102.0,3452.0,2321.0,3444.5,3057.0,3004.0,3268.0,3519.5,2084.0,3775.0,2861.0,2955.0,2506.0,2682.5,4539.5,3148.5,5458.0,2649.0,7454.0,3397.5,1375.0,2438.5,3572.5,2415.5,3343.0,2406.0,1646.0,2231.0
NRARP (441478),12229.0,11978.5,11512.0,11231.0,12687.0,12124.0,11549.0,12011.0,12186.5,10553.0,13373.0,12526.5,12175.0,12143.0,11090.5,10594.5,9188.0,6413.0,767.0,11546.0,12577.0,11594.0,9972.5,12971.0,12087.5,12112.5,11175.0,11773.5
NRAS (4893),9216.0,11889.5,11681.0,10584.0,11375.0,13016.5,11888.0,9354.0,11937.0,9515.0,9848.5,10022.0,11147.0,10361.0,11141.5,7362.5,7092.0,10487.0,8375.0,10556.0,12436.0,11079.5,12199.0,12034.0,11433.5,10653.5,10077.0,8643.5
NRBF2 (29982),15699.0,15036.5,15715.0,15456.0,15203.0,15106.5,15430.0,15484.5,15531.0,14739.0,15245.5,14846.0,15988.0,15353.5,16226.5,14943.5,16149.0,13625.0,14638.0,15955.0,15747.0,15469.0,14910.5,15387.0,15550.5,15304.0,15658.0,16182.5
NRBP1 (29959),17477.0,17450.0,17458.0,17440.0,17378.0,17424.5,17385.0,17684.0,17308.0,17404.0,17088.5,17420.5,17463.0,17568.5,17440.5,17181.5,17731.0,17144.0,17871.0,17234.5,17425.0,17463.5,17489.5,17427.0,17104.5,17434.5,16644.5,17030.5
NRBP2 (340371),10715.0,10909.0,9775.0,10417.5,11873.0,10391.5,12077.0,12104.5,9529.5,10269.0,11866.5,11611.0,12176.0,12307.0,7918.5,9180.5,9996.0,11037.0,10887.0,5000.0,9530.0,12210.5,11076.0,9985.0,11230.0,12623.5,10113.0,11983.0
NRCAM (4897),4897.0,6789.0,5286.0,6242.0,5440.0,5967.5,5535.0,6512.0,5034.5,5908.0,6920.5,6181.5,7500.0,5211.5,4994.0,5415.0,2542.0,6310.0,4650.0,6610.0,6275.0,6604.5,4636.5,6552.0,5634.0,5450.5,2943.5,6281.5
NRDC (4898),10961.0,14239.5,14599.0,14553.0,13025.0,13831.0,14042.0,14326.0,12304.0,12179.0,14356.0,14043.5,13643.0,10498.5,14371.5,12116.5,14551.0,13700.0,16266.0,13033.0,11432.0,14620.0,13985.5,12308.5,12807.5,14774.0,14083.0,13190.5
NRDE2 (55051),17560.0,17560.0,17447.0,17533.0,17687.0,17546.5,17514.0,17563.5,17688.5,17656.0,17770.5,17619.0,17707.0,17437.0,17755.0,17798.5,17326.0,17803.0,17292.0,17370.0,17464.0,17448.0,17582.5,17527.0,17601.0,17620.0,17280.0,17648.5
NREP (9315),404.0,610.0,1441.0,660.0,652.0,1083.5,732.0,584.0,1480.5,438.0,1496.0,1399.5,1413.0,959.5,1223.0,1724.5,223.0,803.0,326.0,1191.5,514.0,615.0,710.5,1149.0,1289.5,640.0,494.5,520.5
NRF1 (4899),17522.0,17545.5,17439.0,17519.0,17579.0,17344.0,17497.0,17638.5,17415.5,17468.0,17353.0,17531.0,17490.0,17447.0,17541.0,17559.0,17184.0,17780.0,17654.0,17514.5,17693.0,17484.0,17390.0,17364.0,17459.0,17471.0,17556.0,17541.0
NRG1 (3084),810.0,430.0,496.0,420.0,453.0,569.5,517.0,291.5,492.0,511.0,549.0,667.0,866.0,697.0,655.5,667.0,1025.0,343.0,60.0,845.0,847.0,1226.5,747.5,515.5,482.5,262.0,335.5,175.0
NRG2 (9542),7537.0,8768.5,9672.0,8364.0,8622.0,8632.5,7573.0,7392.0,8202.5,6901.0,9494.5,9847.0,9098.0,7858.5,9100.5,7407.5,3877.0,6852.0,878.0,6218.0,6644.0,8740.5,7503.0,8127.0,8064.5,7394.5,4023.5,9645.5
NRG3 (10718),6842.0,8018.0,7786.0,8210.0,7555.0,6790.0,7594.0,6977.5,8331.0,8489.0,5413.0,6130.5,6405.0,6397.5,9797.0,10034.5,3760.0,9375.0,8573.0,10215.5,7648.0,7356.5,6609.0,6627.0,5970.0,6868.0,7342.5,7134.5
NRG4 (145957),4932.0,6178.5,5210.0,5540.5,4872.0,5407.0,4504.0,6513.5,5623.0,5688.0,6581.5,5129.0,2766.0,4707.5,4744.5,9505.5,9069.0,2093.0,9391.0,5549.5,2500.0,5086.0,4308.5,3821.5,7340.5,6014.5,4113.5,7921.5
NRGN (4900),6087.0,5712.0,6630.0,5396.0,5707.0,7461.5,5858.0,3829.0,6578.0,4343.0,5436.0,5458.5,6316.0,6268.0,5462.0,3681.0,8456.0,3845.0,7763.0,8391.5,4357.0,5682.0,4512.5,5529.5,6390.0,5823.5,6199.0,3101.5
NRIP1 (8204),2312.0,1895.0,2708.0,1802.0,2034.0,2310.5,1490.0,2329.5,2328.5,2321.0,1764.0,3753.5,2089.0,1303.0,2984.5,1258.5,600.0,2800.0,992.0,1666.5,684.0,3419.5,1488.0,1004.0,2042.0,1118.5,3090.0,2267.0
NRIP2 (83714),3391.0,6023.0,4722.0,4148.5,4474.0,4808.5,4553.0,5467.5,4785.0,4211.0,4937.0,5190.5,4457.0,3057.0,7310.0,4886.5,7472.0,1367.0,4876.0,4358.0,3133.0,2763.5,4851.0,5033.5,5144.5,4543.0,4299.0,2501.0
NRIP3 (56675),9352.0,9007.0,9890.0,8722.0,10402.0,10432.0,8752.0,7900.5,8974.5,7809.0,8571.5,9384.5,8777.0,8799.0,9244.5,9322.5,5007.0,12551.0,10997.0,7356.5,9907.0,8364.5,8502.0,9561.0,9868.5,8807.0,8618.0,10129.5
NRK (203447),3948.0,5177.0,3652.5,5055.0,4696.5,4362.5,4521.0,5856.0,4826.0,4991.0,5971.0,4668.5,6103.0,3548.5,4129.0,6995.0,3539.0,2528.0,9234.0,6263.0,4534.0,5933.0,4083.5,2516.0,4378.5,5731.0,3594.5,3513.0
NRL (4901),6027.0,4927.0,4092.0,5607.5,3046.0,5247.0,4614.0,4487.5,4793.0,7065.0,5422.0,5800.0,5234.0,7348.5,3967.5,5802.5,2166.0,9070.0,1189.0,4583.0,5837.0,5032.5,6517.5,5635.5,4139.5,5343.0,6716.5,5876.0
NRM (11270),6483.0,5901.0,5419.0,6561.5,8016.0,7718.0,8134.0,8382.5,6514.0,5272.0,6383.5,7082.0,5794.0,7880.5,7719.0,10840.0,9696.0,10553.0,7892.0,6881.5,11842.0,6981.5,7132.5,6410.5,8286.5,6665.0,4612.0,4028.0
NRN1 (51299),11780.0,10623.5,11476.0,12150.0,11783.0,10472.0,10866.0,10985.0,12338.0,11555.0,12301.0,13005.5,12522.0,9842.5,10164.0,12661.5,14880.0,14251.0,13712.0,12515.5,10608.0,11599.0,12887.5,12155.0,10851.5,12236.5,13358.0,12075.5
NRN1L (123904),7084.0,6033.0,5821.0,6556.0,6121.0,4714.0,6343.0,7088.5,5345.0,8247.0,5120.0,6981.0,7394.0,6334.0,7953.5,6243.5,4136.0,6121.0,9464.0,4601.0,6347.0,5923.5,4040.0,8304.0,5728.0,7220.0,6777.5,5483.5
NRP1 (8829),3721.0,6019.0,4088.0,5020.0,4289.0,5552.5,5481.0,4260.0,3378.5,4378.0,4602.0,5454.0,4771.0,5777.0,4559.0,6914.0,8907.0,6502.0,623.0,3801.0,3476.0,4572.5,4378.0,3351.5,4128.5,6340.0,7720.0,3647.5
NRP2 (8828),12231.0,13359.0,13612.0,13111.5,13223.0,12365.0,13539.0,13395.5,13052.5,12139.0,11377.0,12270.5,13784.0,12483.5,12590.5,13826.5,14382.0,15215.0,7416.0,12888.5,13647.0,11419.0,12856.0,13117.5,11985.0,12814.5,12794.5,14507.5
NRROS (375387),9993.0,9777.0,8909.0,8508.5,9232.0,9455.0,9706.0,9926.5,9987.5,9552.0,9255.0,9983.0,9081.0,10544.5,10211.5,10559.5,4384.0,8812.0,12945.0,8640.0,11368.0,8760.0,9358.5,8890.5,8938.0,9438.5,10683.0,8580.5
NRSN1 (140767),2519.0,2784.5,2724.0,2274.5,3326.0,2541.0,2971.0,3288.5,2274.5,3489.0,3180.5,2840.5,2998.0,1953.0,2836.5,1918.0,2637.0,6631.0,2220.0,1561.5,2205.0,2778.5,2758.5,3593.0,2977.5,3349.0,2075.0,1815.5
NRSN2 (80023),2158.0,2807.5,2327.0,2074.5,2142.0,1875.5,2106.0,2570.5,1963.5,3078.0,2684.5,3266.5,1127.0,2089.0,2395.5,3091.0,1209.0,262.0,3618.0,2071.5,791.0,2548.5,3120.5,1756.0,3178.0,1342.0,3872.0,1271.0
NRTN (4902),4521.0,2337.0,3605.0,3511.0,2417.0,3247.5,3021.0,3654.0,4257.5,3777.0,2336.5,3508.5,2867.0,2713.0,2488.0,2701.0,5876.0,7453.0,8282.0,3823.5,1602.0,2624.5,5040.0,4884.0,3308.0,2671.5,1625.0,1364.5
NRXN1 (9378),2050.0,2152.0,2421.0,2527.5,2391.0,2947.0,1876.0,1555.5,2056.5,1511.0,3480.5,2864.0,2908.0,1958.5,1424.0,3086.0,1411.0,7413.0,2053.0,1397.0,1915.0,2563.5,1928.5,2336.5,1296.0,2546.5,2909.5,2033.5
NRXN2 (9379),10938.0,11789.5,12224.0,11195.5,11552.0,10913.0,11556.0,11945.0,11676.5,10224.0,11458.5,10529.0,11528.0,12175.5,9640.5,10041.0,15844.0,12634.0,11766.0,10901.0,9833.0,13467.5,11063.0,10397.5,11794.5,12306.0,12603.5,10207.5
NRXN3 (9369),3687.0,1768.0,3700.0,3089.0,2480.0,3862.5,2489.0,2279.5,3381.5,4204.0,2688.0,3444.0,4233.0,3369.0,1107.0,4922.0,4733.0,5044.0,4380.0,2349.0,2957.0,3211.0,5083.0,3189.5,2992.5,3896.5,3038.5,2912.0
NSA2 (10412),17520.0,17396.5,17375.0,17455.0,17468.0,17356.5,17418.0,17355.5,17478.0,17455.0,17363.5,17310.5,17485.0,17496.5,17444.5,17575.0,17472.0,16806.0,17217.0,17135.5,17510.0,17532.0,17197.0,17374.5,17426.0,17391.5,17489.5,17378.5
NSD1 (64324),15231.0,14831.0,15424.0,15545.0,15624.0,15568.5,15716.0,15802.0,15244.5,15885.0,15464.5,14394.5,15486.0,15717.0,15015.5,13554.5,16703.0,14844.0,16104.0,14055.5,16447.0,15793.0,14596.5,15475.0,15897.5,15989.0,16081.0,16041.5
NSD2 (7468),9645.0,10866.0,10943.0,11204.0,10000.0,9707.5,11817.0,11995.5,11452.5,9733.0,8896.5,11220.5,10613.0,9478.5,12676.5,12001.0,13884.0,11445.0,3440.0,9299.5,11115.0,8381.5,10331.5,10288.0,11899.5,8839.5,9452.0,11317.0
NSD3 (54904),3310.0,4014.0,3364.0,3515.5,2748.0,3654.5,3009.0,2980.0,3138.0,2174.0,1534.5,2085.0,3603.0,4705.5,3215.0,2640.0,2986.0,3293.0,391.0,7484.0,6398.0,2942.5,4289.5,1929.0,3296.5,2872.0,3942.5,3786.0
NSDHL (50814),6265.0,8308.0,6127.0,7537.0,7768.5,8603.5,8546.0,8963.0,6551.0,4974.0,6850.0,7446.5,6729.0,7912.5,6373.0,5892.0,9799.0,7068.0,3685.0,7247.0,8900.0,7821.0,8186.0,7817.0,8746.0,6673.0,9175.5,8730.5
NSF (4905),18114.0,18092.0,17988.0,18082.5,18057.0,18023.5,18135.0,18016.0,18010.0,18091.0,18027.5,18060.5,18086.0,18033.0,18043.0,18108.5,18110.0,18076.0,18138.0,18054.5,18007.0,18052.0,18002.5,18065.5,18046.5,18005.5,17995.5,18116.0
NSFL1C (55968),13750.0,14096.0,13228.0,12589.0,13717.0,14152.5,14078.0,13698.0,14202.5,13174.0,14035.5,13297.5,12027.0,13574.5,11629.5,11005.0,14223.0,14713.0,11097.0,11812.5,13279.0,13160.0,14854.5,12598.0,13246.5,11793.0,13194.0,12492.0
NSG1 (27065),4259.0,4625.0,4006.0,3660.5,4295.0,4671.0,5249.0,4553.5,4654.0,3934.0,5296.5,4630.5,5804.0,3028.0,3647.0,6211.5,8371.0,4489.0,8653.0,1564.0,8877.0,5183.5,4281.5,4008.0,5328.5,4062.0,3868.5,3236.5
NSG2 (51617),6841.0,6398.5,4896.0,5394.5,4929.0,5812.5,5904.0,7051.0,5412.0,6370.0,5230.0,6061.5,4710.0,4832.5,6853.5,5581.0,13652.0,1059.0,8200.0,3571.0,7558.0,3880.5,6854.5,4692.0,4688.0,4965.0,2831.0,4366.0
NSL1 (25936),16607.0,16665.0,16618.0,16435.5,16332.0,16238.0,16363.0,16433.0,16658.5,16829.0,16100.0,16511.5,16642.0,16378.5,16506.5,16105.5,17348.0,17182.0,16201.0,16682.0,16144.0,16521.5,16647.0,16367.0,16473.5,16295.0,16627.0,16957.0
NSMAF (8439),11461.0,12535.5,10539.0,10836.5,10795.0,10268.0,10679.0,11161.5,9562.0,11810.0,10911.0,9463.0,9054.0,9856.5,10796.5,7190.5,14607.0,11301.0,12353.0,11792.5,9681.0,8564.5,10419.5,10775.0,9464.0,10322.5,10851.0,8471.0
NSMCE1 (197370),17391.0,17118.0,17574.0,17174.5,17252.0,17107.5,17321.0,17427.5,17243.5,17135.0,17178.0,17411.5,17495.0,17241.0,17257.5,17145.5,16622.0,17226.0,16972.0,17469.0,17543.0,17542.0,17020.5,17128.0,17064.5,17210.5,17246.0,17733.5
NSMCE2 (286053),15952.0,15908.5,16386.0,16333.0,16453.0,16515.5,16503.0,16498.5,16518.5,16267.0,16202.5,16529.5,16651.0,16193.0,16049.5,16349.5,15384.0,16879.0,16218.0,16690.5,15723.0,16525.5,16062.5,16136.5,15692.0,15766.0,16183.0,16325.5
NSMCE3 (56160),17430.0,17341.5,17532.0,17353.5,17476.0,17508.0,17511.0,17424.5,17429.5,17283.0,17203.5,17524.5,17654.0,17604.0,16933.0,17337.0,16628.0,17597.0,17127.0,17783.5,17597.0,17665.0,17217.5,17266.0,17343.5,17392.5,17513.5,17426.5
NSMCE4A (54780),15336.0,14937.5,15663.0,15276.5,16028.0,15982.5,16239.0,15998.5,16079.0,16356.0,15665.5,15841.5,16000.0,16013.5,14927.5,15873.5,11945.0,16341.0,13386.0,16813.0,15055.0,16112.5,15891.0,14617.5,15470.5,15557.5,16358.0,16315.0
NSMF (26012),12905.0,11340.0,12308.0,12860.0,13465.0,12345.5,12158.0,14234.0,12586.0,12406.0,13442.0,12523.0,12921.0,11632.5,13230.0,12448.5,15811.0,8132.0,13945.0,10980.0,12437.0,14034.5,11641.5,12721.0,11819.0,13113.5,12160.0,12469.0
NSRP1 (84081),15496.0,16081.0,15284.0,16093.0,16092.0,15744.0,16022.0,15855.0,15586.0,16196.0,15713.5,15516.5,15868.0,15587.5,16101.5,16277.0,10583.0,13707.0,16205.0,16218.5,15623.0,16045.5,15622.5,15173.5,16579.0,15948.5,15369.5,15550.5
NSUN2 (54888),8001.0,7606.0,5114.0,6747.5,8002.0,6401.5,7063.0,7620.0,6681.0,9669.0,6712.5,8299.0,5196.0,6326.0,5147.5,7850.0,5102.0,1089.0,12805.0,10122.5,6279.0,6833.0,9069.5,7232.5,5917.0,6518.5,2023.5,8594.5
NSUN3 (63899),10192.0,10928.5,10210.0,11311.5,11427.0,11981.5,10755.0,10938.5,11421.5,10037.0,10006.0,11460.0,11433.0,11660.0,11654.5,12117.0,10632.0,12044.0,5256.0,10857.5,7679.0,10254.0,7950.0,12046.0,11877.5,11349.5,12629.5,9886.5
NSUN4 (387338),16097.0,16379.5,16331.0,16375.5,15809.0,16084.5,16346.0,16084.5,16283.0,15507.0,15910.0,16114.0,15949.0,16201.5,15914.0,16051.5,15930.0,16330.0,16189.0,15993.5,16057.0,16415.0,15666.0,16453.5,16287.5,16546.5,15610.0,12994.0
NSUN5 (55695),8607.0,8972.0,10761.0,10748.0,9970.0,11246.0,10177.0,10163.5,9856.0,9230.0,12910.5,10242.0,10371.0,11040.0,9403.0,12643.0,9765.0,10928.0,10834.0,13979.0,12754.0,13241.0,10966.5,7542.0,7819.0,12714.5,11378.0,10242.0
NSUN6 (221078),5845.0,4940.5,5187.0,5805.5,6142.0,5028.0,6674.0,8261.5,6537.5,6154.0,5137.0,3536.0,6738.0,4454.5,6463.0,8221.5,6518.0,10342.0,9816.0,3422.0,6469.0,6418.0,6735.5,3908.0,5763.0,5108.5,6431.0,11365.0
NSUN7 (79730),4507.0,5541.0,4598.0,4726.5,4393.0,4132.5,4917.0,3816.0,3998.5,3625.0,4777.5,3917.5,5970.0,6318.5,5682.5,4357.5,4693.0,3160.0,5461.0,3535.0,4506.0,6372.0,3559.5,4361.5,6091.5,5032.0,7368.0,6041.0
NT5C (30833),13189.0,13924.5,13917.0,14109.5,14675.0,14208.0,15187.0,14963.0,14445.0,14658.0,13396.5,13943.5,13695.0,14437.5,15669.0,14358.0,12748.0,13763.0,12905.0,15687.0,14756.0,14460.0,13175.5,14114.5,14490.5,14151.5,13841.0,14655.0
NT5C1A (84618),8356.0,7823.0,7482.0,8455.0,7167.0,8358.5,6822.0,5974.0,8351.0,8526.0,5846.5,7179.0,6223.0,8980.0,6170.0,8027.0,9930.0,7045.0,3484.0,6392.0,9005.0,8379.0,10862.0,6630.5,7649.5,8671.5,7382.0,7408.5
NT5C1B (93034),2998.0,2062.5,1467.0,1986.5,2019.0,2942.0,2270.0,1402.5,2576.5,2644.0,2867.5,2224.5,3144.0,2372.0,3999.5,2486.5,1400.0,817.0,2003.0,3228.0,2295.0,1745.0,3183.5,2672.0,2326.0,1960.5,766.5,566.5
NT5C2 (22978),10318.0,9267.0,8202.0,9333.5,8687.0,8870.5,8883.0,9248.5,9776.5,10343.0,9457.0,8795.5,9380.0,9289.0,11854.5,9352.5,9915.0,7734.0,13083.0,11193.0,8360.0,9115.5,8450.5,9401.5,9169.0,9575.0,7154.5,11773.5
NT5C3A (51251),13847.0,14010.0,14546.0,14287.5,14631.0,14069.0,14392.0,15165.5,13697.0,14441.0,13859.5,13074.0,14710.0,12835.0,14360.5,13739.0,10070.0,14284.0,14410.0,14346.0,13461.0,13535.0,13957.0,13928.5,13761.5,13863.5,14067.5,14835.0
