,std,mean,median,max,min
SSX1 (6756),3412.2526759411057,10812.113402061856,,,
SSX2B (727837),2018.5537479530556,13983.127147766323,,,
SSX3 (10214),3350.7679584463694,9949.350515463917,,,
SSX4 (6759),1214.7662636648136,15530.843642611684,16527.0,,
SSX5 (6758),3049.7238345743044,11418.54295532646,15262.0,,
SSX7 (280658),3013.0755788130846,11550.050687285224,,,
ST13 (6767),1988.9077357040949,14705.4432,15247.0,17413.0,3450.0
ST20 (400410),1854.7613632431228,14847.9872,15375.0,17546.0,117.0
ST3GAL1 (6482),3013.628761593333,12456.5424,13322.0,16786.0,1237.0
ST3GAL3 (6487),3173.2267302186838,10272.1328,10744.0,16535.0,380.0
ST3GAL4 (6484),3247.62747013562,4210.7296,3326.0,16479.0,79.0
ST3GAL6 (10402),3037.579361712639,9478.0656,9616.0,16582.0,543.0
ST5 (6764),3338.1774998688684,5623.7168,5255.0,16290.0,23.0
ST6GAL2 (84620),2405.9734629640407,12657.08,13150.0,16634.0,2796.0
ST6GALNAC1 (55808),3143.8337482166007,9995.3792,10349.0,16137.0,412.0
ST6GALNAC4 (27090),2241.8369799981397,13552.7408,14112.0,16962.0,2789.0
ST6GALNAC6 (30815),3307.7929491538302,10250.8456,10599.0,16581.0,92.5
ST7 (7982),3230.060699482842,10141.1904,10657.0,16920.0,442.0
ST7L (54879),2573.978019126954,12469.88,13045.0,16628.0,257.0
ST8SIA1 (6489),3501.5275356057286,6805.2448,6619.0,16301.0,183.0
ST8SIA5 (29906),3005.903738519608,10929.0032,11428.0,16480.0,1998.0
ST8SIA6 (338596),3231.3131351788684,9107.6592,9371.0,16984.0,139.0
STAB1 (23166),3546.870901254968,9542.7248,9889.0,16345.0,214.0
STAC3 (246329),2968.7378894345156,11972.8976,12687.0,17353.0,1550.0
STAG1 (10274),3865.5183351803394,11264.928,12051.0,17640.0,632.0
STAG2 (10735),4951.153279738038,13206.679553264605,,,
STAG3 (10734),3414.1179366355245,7961.68,8024.0,16880.0,214.0
STAM2 (10254),2637.712566462046,11714.6512,12171.0,16904.0,1658.0
STAMBP (10617),2344.766285628594,14784.2368,15270.0,18166.0,579.0
STAR (6770),3788.6588119273647,7899.9632,7867.0,16459.0,252.0
STARD3 (10948),2787.8396114379616,12615.096,13248.0,17080.0,1380.0
STARD7 (56910),1719.7731693721435,15872.3632,16320.0,17866.0,23.0
STARD8 (9754),3198.006745056331,10114.037800687285,13486.0,,
STARD9 (57519),2881.0712482401223,11425.632,12128.0,16337.0,921.0
STAT2 (6773),3629.551454164225,9668.5528,10231.0,16454.0,3.5
STAT3 (6774),3978.399452259794,5345.8776,4398.0,17672.0,8.5
STAT5A (6776),681.1470246802589,16394.96,16521.0,17630.0,10643.0
STAT5B (6777),2778.5098265354122,12115.704,12820.0,17944.0,455.0
STAT6 (6778),2674.958473889996,11764.0656,12263.0,18104.0,2191.0
STEAP2 (261729),2325.700977166857,13065.3488,13627.0,16969.0,2799.0
STEAP3 (55240),3276.732282204487,11250.8576,11568.0,17528.0,1981.0
STH (246744),3015.9839603523365,11377.664,12016.0,16751.0,553.0
STIL (6491),926.5117051981754,16730.7384,16959.0,18230.5,9004.0
STIM1 (6786),3264.4824627692833,11521.7056,12172.0,16652.0,69.0
STIM2 (57620),3040.883701093213,10452.2544,10970.0,16295.0,769.0
STIP1 (10963),3691.8607935009877,12006.0,13186.0,17151.0,112.0
STK11 (6794),5097.239706447463,12223.6744,14388.0,17817.0,2.5
STK17B (9262),3010.7818909473353,9820.2256,10149.0,16856.0,126.0
STK3 (6788),2914.2678660800325,12284.6976,12897.0,16739.0,489.0
STK35 (140901),3418.593314682937,10691.0448,11233.0,17001.0,256.0
STK38 (11329),2117.4846813092854,2160.0512,1495.0,17102.0,19.0
STK39 (27347),2702.0745851574575,12508.6896,13110.0,17574.0,1018.0
STK40 (83931),3654.419536427162,12561.7392,13678.0,17257.0,43.0
STMN1 (3925),3994.973112726825,8252.392,8015.0,17382.0,240.0
STMN2 (11075),3335.3713596778052,7273.3904,7248.0,16415.0,237.0
STMN3 (50861),3165.509132750718,10841.3952,11543.0,17867.0,777.0
STN1 (79991),1514.0786552291506,15855.6768,16253.0,17975.0,8195.0
STOML2 (30968),3842.946191235747,10457.2208,10925.0,16868.0,32.0
STPG2 (285555),2850.968652573889,10951.7376,11348.0,17129.0,449.0
STPG3 (441476),3354.84774642109,8174.376,8271.0,16334.0,220.0
STRA8 (346673),3247.718971874229,9703.1008,10050.0,16637.0,391.0
STRADA (92335),3137.276105771718,11465.344,11937.0,16860.0,677.0
STRAP (11171),1157.6293922318032,17018.4608,17257.0,18210.0,4889.0
STRIP1 (85369),1213.3064739095269,16261.5808,16465.0,17869.0,4490.0
STRIP2 (57464),3612.6201838295733,8829.9256,9081.0,16410.0,92.5
STRN3 (29966),1946.7228916401782,14030.9152,14467.0,17325.0,5256.0
STRN4 (29888),2845.3104164328956,12008.6128,12485.0,16837.0,641.0
STT3A (3703),3873.5809549536316,12821.7872,14173.0,17630.0,233.0
STT3B (201595),1994.8616823421426,15007.8624,15563.0,17682.0,574.0
STUB1 (10273),2660.1337265884463,13994.576,14840.0,17382.0,1819.0
STUM (375057),3317.4082944046268,7956.4832,8099.0,17316.0,257.0
STX10 (8677),2471.8708646597715,13468.1008,14180.0,17097.0,2717.0
STX12 (23673),2657.306289848174,12007.5168,12339.0,17243.0,1057.0
STX16 (8675),2703.880343034091,3759.4336,3025.0,16303.0,145.0
STX18 (53407),437.7751642696078,17041.5728,17103.0,18221.0,14774.0
STX1B (112755),2940.164650196765,11979.5024,12579.0,16840.0,1499.0
STX2 (2054),3243.9412144298985,9596.3856,9995.0,16755.0,815.0
STX4 (6810),5357.939320292208,10584.4016,10550.0,18120.0,147.0
STX5 (6811),512.6479991533151,17259.0576,17337.0,18213.0,10832.0
STX8 (9482),3511.956517663477,7598.4096,7513.0,16581.0,309.0
STXBP1 (6812),1726.748260597625,14818.0928,15307.0,17491.0,4747.0
STXBP3 (6814),3721.2522747350135,12276.3552,12744.0,17843.0,2245.0
STXBP5 (134957),3166.8148435329326,7052.2592,6836.0,16113.0,172.0
SUB1 (10923),4165.218839990929,10071.8992,10608.0,17220.0,146.0
SUCLA2 (8803),2658.808043982038,12559.08,13081.0,17698.0,1226.0
SUCLG1 (8802),3075.0500621424117,12618.0688,13315.0,17600.0,625.0
SUCO (51430),3051.7486221105837,14091.2032,15136.0,17437.0,213.0
SUDS3 (64426),1947.2693700680265,15332.4368,15856.0,17566.0,1716.0
SUFU (51684),4053.1960395293504,6147.0544,5869.0,16672.0,7.0
SUGCT (79783),3029.144646278372,8946.472,9061.0,16327.0,461.0
SUGP1 (57794),447.4436373730674,17075.7104,17150.0,18112.0,14600.0
SUGP2 (10147),2699.004855519521,13237.2768,14058.0,17099.0,609.0
SUGT1 (10910),1008.2449288612162,16542.8304,16720.0,18027.0,8607.0
SULF2 (55959),3150.8438234192895,7198.4272,6854.0,15762.0,649.0
SULT1A1 (6817),3248.0454930406286,11187.8768,11681.0,16645.0,844.0
SULT1A4 (445329),3314.878118287694,11228.12,11710.0,16611.0,192.0
SULT1B1 (27284),3053.003046461396,8597.9504,8815.0,16038.0,373.0
SULT1C2 (6819),2392.897544515585,11199.1136,11490.0,16148.0,1659.0
SULT2A1 (6822),2882.9605755755792,4643.6112,4058.0,16258.0,74.0
SULT2B1 (6820),2011.2088529398407,13869.4608,14386.0,16776.0,3203.0
SULT6B1 (391365),1887.3681580892562,13836.9312,14342.0,16382.0,4405.0
SUMO1 (7341),2657.0371669230103,11881.68,12400.0,16418.0,3329.0
SUMO2 (6613),865.8256029407379,16495.4928,16707.0,17999.0,9797.0
SUN2 (25777),3136.488820653946,10926.4896,11524.0,16489.0,763.0
SUN5 (140732),2437.9344573792223,13151.6208,13799.0,17193.0,2896.0
SUOX (6821),2030.704466412504,13833.7504,14380.0,17183.0,4220.0
SUPT16H (11198),398.6444659799133,17378.0,17453.0,18177.0,14331.0
SUPT20H (55578),5239.391331324074,12577.5984,15016.0,17779.0,3.0
SUPT3H (8464),4269.866968535406,9917.9392,10056.0,17218.0,181.0
SUPT4H1 (6827),1679.5812106639514,15920.2624,16340.0,17961.0,680.0
SUPT5H (6829),271.00638677070475,17838.2896,17904.0,18307.5,16788.0
SUPT6H (6830),243.42924024004625,18055.2896,18135.0,18318.0,16781.0
SUPT7L (9913),5466.362860245539,8813.72,9326.0,17445.0,7.0
SUPV3L1 (6832),398.60359815427967,17508.992,17584.0,18277.0,15761.0
SURF1 (6834),2783.1604740009197,12844.0912,13601.0,17261.0,2782.0
SURF2 (6835),3479.1031487041423,6910.5472,6741.0,17292.0,180.0
SURF4 (6836),4041.262094496007,10846.664,11469.0,17354.0,178.0
SURF6 (6838),502.63422432375063,16844.28,16926.0,17854.0,11417.0
SUSD2 (56241),3154.738265491921,9135.6352,9384.0,15893.0,611.0
SUSD4 (55061),3273.5791591608577,9781.9024,10048.0,16467.0,705.0
SUSD5 (26032),3118.5473041885284,7455.84,7574.0,17431.0,431.0
SUV39H1 (6839),3553.0778722670025,10658.915807560137,,,
SUV39H2 (79723),3252.368218618077,7154.5968,7001.0,16553.0,676.0
SUZ12 (23512),4692.742648621898,11568.2848,13271.0,17561.0,26.0
SV2A (9900),1774.4508603162058,14485.0096,14991.0,16984.0,2630.0
SV2C (22987),3373.2240145776086,10340.8064,10933.0,16632.0,469.0
SVEP1 (79987),3293.7081412767616,9956.4352,10283.0,16537.0,446.0
SVIP (258010),3381.3430546630357,10798.3144,11491.0,16785.0,40.5
SVOPL (136306),3634.669773663006,7923.2832,8150.0,16703.0,112.0
SWAP70 (23075),3063.6803789635355,4459.5264,3878.0,16658.0,68.0
SWSAP1 (126074),2767.828355850717,12673.0992,13306.0,17181.0,1398.0
SWT1 (54823),2979.0123633986564,9588.024,9641.0,16435.0,35.0
SYCE1L (100130958),3393.3286192876935,8978.1792,9238.0,16421.0,118.0
SYCE2 (256126),3121.7973201987347,9460.8688,9726.0,16771.0,1246.0
SYCP1 (6847),3389.471488418973,10133.6896,10645.0,16437.0,8.0
SYDE2 (84144),2802.4729921725225,12540.4816,13322.0,16735.0,1230.0
SYF2 (25949),319.4555707802951,17517.5296,17575.0,18237.0,16111.0
SYK (6850),3124.007099037372,4431.7072,3753.0,17632.0,72.0
SYMPK (8189),319.18859603046195,17526.9728,17574.0,18198.0,16225.0
SYN3 (8224),3324.0356351085943,7054.3376,6896.0,16474.0,115.0
SYNCRIP (10492),3415.0832269334305,13910.6464,15211.0,18039.0,142.0
SYNDIG1L (646658),2944.6662663221077,10614.6608,11136.0,16919.0,1177.0
SYNE4 (163183),2993.49193229545,11554.12,12183.0,16952.0,1576.0
SYNGAP1 (8831),3040.4322112598843,9124.5344,9350.0,16471.0,257.0
SYNGR1 (9145),2416.735104547837,13220.3152,13837.0,16874.0,1591.0
SYNGR2 (9144),3260.413026606701,11004.4272,11607.0,16464.0,223.0
SYNGR4 (23546),3342.770937717881,7252.904,7095.0,16289.0,87.0
SYNJ1 (8867),3165.0945026009686,3929.8224,3124.0,16838.0,38.0
SYNPO2L (79933),1757.2154986198316,14645.248,15058.0,16985.0,1141.0
SYNPR (132204),2985.5326574958713,8615.232,8723.0,15658.0,761.0
SYNRG (11276),3248.4486833721976,9043.0752,9311.0,16837.0,536.0
SYP (6855),3032.4092516436917,6453.214776632302,4022.0,,
SYPL2 (284612),2085.342130931013,14072.6336,14660.0,17165.0,1902.0
SYS1 (90196),424.7105481896932,17901.544,18056.0,18322.5,14865.0
SYT10 (341359),3508.834977084311,5771.768,5231.0,16719.0,77.0
SYT11 (23208),2864.701183421656,12487.6752,13262.0,16761.0,205.0
SYT12 (91683),2769.995783964671,12995.9448,13696.0,17069.0,4.5
SYT15 (83849),2404.338015935321,14043.24,14749.0,17377.0,995.0
SYT17 (51760),2802.443748641074,10457.8112,10817.0,16680.0,666.0
SYT2 (127833),2216.843051518683,13468.0912,14028.0,16769.0,2983.0
SYT5 (6861),1997.2711414378653,14359.8544,14955.0,17031.0,1640.0
SYT6 (148281),3819.5105209269673,9429.2544,9850.0,16852.0,121.0
SYT7 (9066),2769.3610889776705,12196.2832,12769.0,17188.0,515.0
SYT8 (90019),3525.981267312108,7753.4,7867.0,16370.0,108.0
SYTL1 (84958),3489.9164330785625,8421.808,8654.0,16660.0,564.0
SYVN1 (84447),2260.496070569807,14730.8384,15393.0,18049.0,3141.0
SZRD1 (26099),2847.520903713822,12797.8896,13483.0,16826.0,73.0
SZT2 (23334),3697.7544239935814,11636.7304,12576.0,17019.0,8.5
TAAR2 (9287),3334.601982255384,8516.0784,8637.0,16402.0,208.0
TAB1 (10454),3449.4431151538142,6129.7888,5578.0,16183.0,73.0
TAB2 (23118),3628.4657490580203,7855.1504,7468.0,17241.0,54.0
TAC4 (255061),3433.7216296420706,8811.936,9118.0,16438.0,346.0
TACC2 (10579),2974.283589234514,9674.2064,10027.0,16339.0,280.0
TACC3 (10460),1491.0822990459665,16195.3472,16565.0,18143.0,7191.0
TACO1 (51204),3199.07033872142,10907.8304,11569.0,17024.0,1257.0
TACR1 (6869),2176.343726302301,13347.3808,13827.0,16786.0,1007.0
TACSTD2 (4070),3609.6635233310412,10315.144,10853.0,16448.0,327.0
TADA1 (117143),5125.4024503363735,13522.4584,15996.0,18141.0,4.5
TADA2A (6871),1104.2272898275971,16114.1904,16361.0,17822.0,10088.0
TADA2B (93624),5212.1434046525255,12580.3032,14881.0,17869.0,4.0
TADA3 (10474),1936.974304036436,16051.6176,16530.0,17796.0,277.0
TAF1 (6872),1268.404610576625,15966.534364261168,17212.0,,
TAF10 (6881),681.262532222532,16895.0032,17018.0,18189.0,9608.0
TAF11 (6882),3379.559628415422,11833.8672,12689.0,16782.0,728.0
TAF12 (6883),1906.3703266464122,15646.4576,16142.0,17695.0,754.0
TAF13 (6884),1676.3807895735629,15201.5056,15706.0,17401.0,4660.0
TAF15 (8148),3734.4189277432683,7020.5088,6823.0,16268.0,45.0
TAF1A (9015),1776.3411595186326,15499.992,15992.0,17480.0,3090.0
TAF1B (9014),688.0143564952622,16780.192,16907.0,18031.0,10999.0
TAF1C (9013),284.0528470309887,17872.0112,17931.0,18284.0,16443.0
TAF1D (79101),896.5744957307628,16416.5856,16613.0,17912.0,9772.0
TAF2 (6873),569.9175693297841,16855.3216,16949.0,17898.0,12404.0
TAF3 (83860),2753.957577943571,14713.6464,15716.0,17740.0,392.0
TAF4 (6874),2592.6663452179187,14649.1184,15551.0,17725.0,2555.0
TAF5 (6877),367.18501157891114,17500.3696,17554.0,18212.0,14560.0
TAF5L (27097),5621.085063918732,12187.4048,14790.0,17978.0,3.0
TAF6 (6878),302.07321593384506,17897.8728,17972.0,18314.5,14231.0
TAF6L (10629),3406.5808694251386,14998.6184,16205.0,18072.0,16.5
TAF7 (6879),329.9531216664511,17462.0016,17508.0,18222.0,15697.0
TAF7L (54457),2201.2519020176446,13681.060137457045,15805.0,,
TAF8 (129685),554.6778959600488,17303.2984,17378.0,18255.5,10863.0
TAF9 (6880),3595.9274229420516,7638.3952,7645.0,17354.0,40.0
TAF9B (51616),3182.3834814182023,11487.219931271478,15037.0,,
TAGLN (6876),2874.7653673647874,11307.1472,11879.0,16437.0,1165.0
TAGLN3 (29114),2963.6628296079834,11486.8896,12173.0,16389.0,607.0
TAL1 (6886),3102.60898586401,10488.4784,10895.0,16575.0,386.0
TALDO1 (6888),3463.7016889094025,7147.8176,6927.0,17547.0,288.0
TAMM41 (132001),458.0952998670216,17678.9024,17789.0,18313.0,14262.0
TANGO2 (128989),2758.448439883812,11371.3744,11889.0,16588.0,2102.0
TANGO6 (79613),284.00000484832066,17769.3584,17821.0,18284.0,16553.0
TANK (10010),2302.3222875464967,13338.2928,13878.0,16838.0,1225.0
TAOK2 (9344),4043.889120717384,8769.0608,9364.0,16750.0,14.0
TAOK3 (51347),3504.6448122456004,9778.496,10246.0,16250.0,70.0
TAP1 (6890),2952.025605608669,11991.1792,12659.0,16787.0,225.0
TAPBP (6892),3069.8284893693312,8578.6048,8900.0,17159.0,425.0
TAPT1 (202018),2892.374681355913,13593.7552,14319.0,17855.0,1357.0
TARBP2 (6895),3056.5381866838193,11600.1168,12173.0,16817.0,1707.0
TARDBP (23435),430.104366153862,17524.0992,17594.0,18272.0,11696.0
TARS (6897),230.35204697904445,18083.3088,18168.0,18322.0,17163.0
TARS2 (80222),533.4497718791796,17284.5392,17363.0,18228.0,12355.0
TAS2R10 (50839),2333.3762784769574,13502.6096,14117.0,16823.0,381.0
TAS2R38 (5726),2915.753663247907,10532.456,10868.0,16179.0,886.0
TAS2R43 (259289),3450.1793864310657,5464.3872,4985.0,17022.0,29.0
TASP1 (55617),2987.713640125987,11528.1424,12122.0,16593.0,1398.0
TAT (6898),3406.2019445733667,10543.2304,11128.0,16844.0,374.0
TATDN1 (83940),3889.7801919675458,4424.7128,3217.0,16890.0,8.5
TATDN3 (128387),2443.629501688641,12236.0656,12591.0,17214.0,2258.0
TAX1BP1 (8887),3166.5123289244852,11948.936,12608.0,17200.0,461.0
TAX1BP3 (30851),3637.4627496987723,7557.1984,7280.0,16554.0,64.0
TAZ (6901),2521.1773577667736,14972.506872852233,17109.0,,
TBC1D1 (23216),3417.3878211603937,6844.5736,6814.0,17542.0,4.0
TBC1D10A (83874),2842.5498239568155,12189.0976,12655.0,16888.0,980.0
TBC1D10B (26000),4130.699192989499,10130.7792,11025.0,16844.0,35.0
TBC1D10C (374403),3010.5625656439047,11274.4832,11648.0,16790.0,1972.0
TBC1D13 (54662),2979.870199787146,10948.4208,11534.0,17001.0,700.0
TBC1D14 (57533),3290.585277180166,8102.8944,8095.0,16493.0,337.0
TBC1D16 (125058),2105.471245464284,14048.9472,14612.0,16802.0,1557.0
TBC1D20 (128637),3964.249885718673,10802.6176,11295.0,17684.0,175.0
TBC1D21 (161514),3359.243162291173,7747.2912,7874.0,16687.0,526.0
TBC1D22B (55633),2245.316243859306,13779.0912,14419.0,17027.0,2219.0
TBC1D23 (55773),3205.989660690016,10470.5328,10750.0,17173.0,1184.0
TBC1D24 (57465),3390.3841630464085,9246.2064,9657.0,16419.0,74.0
TBC1D28 (254272),1467.2049132960262,15318.3904,15668.0,17326.0,4858.0
TBC1D2B (23102),3260.7936874498546,6848.7984,6585.0,17165.0,236.0
TBC1D3 (729873),1060.0218328980366,15922.8912,16176.0,17368.0,4783.0
TBC1D30 (23329),3259.9811166261334,9294.3968,9657.0,16370.0,186.0
TBC1D31 (93594),2631.698014017683,12902.8384,13589.0,16891.0,1143.0
TBC1D3B (414059),187.55459529947197,18245.112,18302.5,18333.0,17436.0
TBC1D5 (9779),3145.2806979036272,11716.4592,12421.0,16734.0,767.0
TBC1D8 (11138),2694.104237240636,11739.2528,12319.0,16573.0,1537.0
TBC1D9B (23061),3400.207325430733,7734.3392,7631.0,16434.0,138.0
TBCA (6902),493.00769707415213,17171.0192,17254.0,18110.0,14083.0
TBCB (1155),293.3198872326148,17919.6872,18004.0,18300.0,16494.0
TBCC (6903),333.1287636473782,17524.8528,17586.0,18292.0,16148.0
TBCD (6904),378.1798168691443,17378.8848,17446.0,18247.0,14267.0
TBCE (6905),669.0446942527026,16626.1264,16724.0,17812.0,9453.0
TBCK (93627),3721.0204464821827,6862.6016,6380.0,17220.0,207.0
TBKBP1 (9755),1841.7461740466258,14297.856,14755.0,16918.0,3013.0
TBL1X (6907),2896.8525690010574,4149.623711340206,7568.0,,
TBL1XR1 (79718),3565.1622074781917,14210.2368,15555.0,17730.0,532.0
TBL2 (26608),2867.4836161765647,11364.9488,11847.0,16334.0,569.0
TBL3 (10607),483.92699035055233,17326.1488,17389.0,18152.0,10773.0
TBP (6908),1228.856722142108,15927.2672,16249.0,17706.0,8576.0
TBPL2 (387332),3005.30982188577,11523.8576,12095.0,16437.0,172.0
TBR1 (10716),3146.1153674602,5138.4544,4480.0,16877.0,141.0
TBRG1 (84897),4073.8609130317896,8686.2624,8974.0,16695.0,206.0
TBRG4 (9238),3337.1091693375756,11882.664,12600.0,17324.0,742.0
TBX1 (6899),3298.5863875209425,10964.7152,11522.0,16923.0,388.0
TBX10 (347853),2896.5146999613708,11919.8352,12451.0,17097.0,270.0
TBX15 (6913),3232.7467518505064,9689.7184,10021.0,17296.0,620.0
TBX2 (6909),2861.500999849286,12427.9264,13080.0,17499.0,428.0
TBX21 (30009),2417.3612949596986,12575.6544,13003.0,17293.0,1606.0
TBX3 (6926),3182.472086667927,12408.9056,13131.0,17771.0,386.0
TBX4 (9496),3101.5886587277687,11786.472,12362.0,16331.0,648.0
TBX5 (6910),2833.765906224798,9645.984,9840.0,16770.0,14.0
TBX6 (6911),3508.256967342571,10075.4416,10528.0,16435.0,420.0
TBXA2R (6915),3282.95466018896,7079.7136,7042.0,16794.0,161.0
TBXT (6862),3234.757956067747,5162.4056,4458.0,18223.5,225.0
TCAP (8557),3127.404959876725,8803.3056,8764.0,16542.0,1094.0
TCEA1 (6917),3705.2506642345074,10091.3888,10543.0,16904.0,977.0
TCEA3 (6920),2347.322326028489,12589.8928,13087.0,16390.0,2909.0
TCEAL3 (85012),3070.0710970759415,11552.699312714776,15118.0,,
TCEAL5 (340543),3070.581900273802,10316.410652920962,,,
TCEAL9 (51186),1143.7454481697769,16214.823024054982,,,
TCEANC (170082),2898.193477507425,12013.570446735395,15121.0,,
TCEANC2 (127428),3534.193398583295,8842.776,9018.0,16774.0,267.0
TCERG1 (10915),1453.962220790891,15902.144,16288.0,17661.0,4560.0
TCERG1L (256536),3527.7717020572486,10388.9248,11025.0,16691.0,160.0
TCF12 (6938),3795.522010696728,4170.3584,3147.0,17704.0,4.0
TCF19 (6941),2935.0373693842557,11449.3312,11893.0,17113.0,730.0
TCF21 (6943),3185.8719630782725,10244.544,10600.0,16275.0,185.0
TCF24 (100129654),3330.852584762723,4774.8976,4030.0,16406.0,45.0
TCF25 (22980),3166.409116056571,9880.3232,10115.0,16470.0,390.0
TCF3 (6929),3916.659349079034,7182.0016,6839.0,18104.0,57.0
TCF4 (6925),3383.4167361138625,8998.8064,9106.0,16374.0,100.0
TCF7 (6932),3544.0701288407126,8492.028,8682.0,17423.0,92.5
TCF7L1 (83439),3082.1486879739414,10623.4704,11011.0,16438.0,659.0
TCF7L2 (6934),4423.846920499779,7005.3568,6542.0,17810.0,19.0
TCFL5 (10732),3012.395091951815,12392.1808,13204.0,17225.0,1126.0
TCHH (7062),3002.5145524103455,11061.328,11474.0,16792.0,1055.0
TCHHL1 (126637),3156.6470483101416,9747.7248,9954.0,16926.0,1337.0
TCHP (84260),3447.952899275981,9705.6144,10207.0,16741.0,488.0
TCIM (56892),3494.8904643706246,8933.368,9500.0,16650.0,402.0
TCIRG1 (10312),3522.652769358881,9991.6224,10548.0,17600.0,681.0
TCL1B (9623),3467.3311602633707,7614.4784,7728.0,16831.0,90.0
TCN2 (6948),3102.3171927200083,8800.0608,8868.0,16256.0,289.0
TCOF1 (6949),1956.3332118873138,16096.7696,16670.0,17911.0,3473.0
TCP1 (6950),262.0208805610729,17973.2264,18043.0,18318.0,16951.0
TCP10L (140290),3093.90021817289,10906.8976,11376.0,16568.0,926.0
TCP10L2 (401285),3213.237278519385,9543.4432,9865.0,16286.0,763.0
TCP11L1 (55346),2898.3861783492816,6552.216,6262.0,17170.0,326.0
TCTE1 (202500),2786.9540950209143,12009.3584,12586.0,16436.0,1091.0
TCTE3 (6991),3489.626860797584,7815.3696,8062.0,16553.0,179.0
TCTEX1D2 (255758),2891.7893827604653,10922.1808,11363.0,16500.0,820.0
TCTN1 (79600),2317.218611530997,12988.9696,13601.0,16647.0,2685.0
TDG (6996),3457.5360903557926,10329.1536,10870.0,16421.0,39.0
TDGF1 (6997),783.5303139522117,16186.3984,16373.0,17597.0,9808.0
TDP1 (55775),3549.543539758461,9414.448,9672.0,16328.0,281.0
TDP2 (51567),3546.828703082552,12480.6896,13196.0,17920.0,142.0
TDRD10 (126668),3411.3011437986606,8800.2528,9028.0,16399.0,541.0
TEAD1 (7003),4904.7082429850125,11133.7536,12449.0,17699.0,19.0
TEAD2 (8463),3641.523193216098,7491.644,7354.0,16813.0,32.0
TEAD3 (7005),1395.6124602996313,15511.4544,15857.0,17982.0,3250.0
TEAD4 (7004),1716.5673161910618,14986.7568,15464.0,17381.0,5106.0
TECPR2 (9895),3226.824798427022,10978.552,11526.0,16367.0,336.0
TECR (9524),2745.3303075735807,13400.6368,14212.0,17371.0,1443.0
TEDC1 (283643),912.476122573444,16489.6096,16706.0,17900.0,9387.0
TEDC2 (80178),1584.753707993769,15953.952,16416.0,17787.0,4494.0
TEF (7008),1476.562911824064,14969.1424,15344.0,17158.0,3303.0
TEFM (79736),1315.4637092129947,15464.376,15860.0,17241.0,5798.0
TEKT2 (27285),1448.061125652381,15104.3904,15530.0,17319.0,6418.0
TEKT3 (64518),3440.788335219796,8132.4128,8339.0,16778.0,158.0
TEKT4 (150483),2764.627576585205,12691.3696,13327.0,16797.0,1375.0
TEKT5 (146279),3306.7697335586417,8380.1376,8506.0,16684.0,335.0
TELO2 (9894),864.6228096038061,16968.5088,17082.0,18180.0,6005.0
TEN1 (100134934),1026.229271174519,16497.9072,16674.0,18101.0,10477.0
TENT4A (11044),3908.644112453897,5920.616,5453.0,16832.0,18.0
TENT4B (64282),4148.560294829508,10972.7328,11640.0,17331.0,122.0
TENT5A (55603),3497.5667187785984,6815.696,6472.0,16604.0,37.0
TENT5B (115572),3444.8750710279382,10151.2768,10644.0,16789.0,254.0
TENT5D (169966),3521.0867264961776,4772.309278350515,7733.0,,
TEPSIN (146705),1165.2396298880064,15771.7584,16054.0,17542.0,6786.0
TERF1 (7013),1092.5052130650722,16575.8584,16776.0,18306.0,7614.0
TERF2 (7014),397.13412367831546,17495.6176,17569.0,18248.0,14783.0
TERF2IP (54386),3432.431401374773,10227.8608,10608.0,17014.0,463.0
TERT (7015),3653.6273127498644,9905.8464,10282.0,16886.0,148.0
TES (26136),2928.6382846369106,9070.5984,9256.0,16561.0,237.0
TESK1 (7016),2026.3857002162804,14385.0192,14965.0,17240.0,1952.0
TESMIN (9633),3468.132466248392,11592.3456,12312.0,17100.0,98.0
TEX10 (54881),523.8165009492033,16903.336,16982.0,17928.0,11211.0
TEX101 (83639),2009.2891934162906,13989.6064,14483.0,17031.0,323.0
TEX14 (56155),3233.29090314243,10921.0544,11492.0,17060.0,520.0
TEX2 (55852),2449.163233817226,11080.3056,11316.0,16498.0,1063.0
TEX22 (647310),2924.306131741077,11815.7136,12384.0,16952.0,1419.0
TEX261 (113419),3261.4876928568056,7946.9392,7969.0,16805.0,311.0
TEX29 (121793),2633.1486734569708,13175.4032,13935.0,17190.0,926.0
TEX44 (165100),3052.7747096178014,6829.2832,6730.0,16689.0,151.0
TF (7018),2857.2934465786916,11638.4832,12212.0,16575.0,448.0
TFAM (7019),619.952588964755,16775.424,16874.0,18154.0,12241.0
TFAP2A (7020),4574.839927595057,5646.4048,4395.0,18027.0,27.0
TFAP2B (7021),3444.210158946423,6258.5008,5663.0,17727.0,282.0
TFAP2C (7022),2356.896853543028,13961.3696,14526.0,18255.0,2356.0
TFAP2D (83741),2402.190492373842,13003.9856,13525.0,16797.0,1498.0
TFAP2E (339488),2821.3038436064835,12047.216,12602.0,16597.0,827.0
TFAP4 (7023),2872.750658790193,14510.1392,15354.0,17543.0,243.0
TFB1M (51106),2561.564995398571,14064.0176,14932.0,17316.0,3141.0
TFB2M (64216),698.353373072724,16608.9072,16718.0,17998.0,12583.0
TFDP1 (7027),1809.2676491091142,15901.7664,16390.0,17903.0,1788.0
TFDP2 (7029),2549.4838386632555,12403.6592,12760.0,16924.0,439.0
TFEB (7942),3160.793874394573,7531.784,7475.0,16648.0,43.0
